source,#,bodyAR,bodyDV,takhrij
مسند أحمد,2291,لعَنَ رسولُ اللهِ صلَّى اللهُ عليه وسلَّمَ المُخنَّثِينَ من الرِّجالِ، والمُترجِّلاتِ من النِّساءِ، قال: فقلتُ: ما المُترجِّلاتُ من النِّساءِ؟ قال: المُتشبِّهاتُ من النِّساءِ بالرِّجالِ.,ފިރިހެންނުންގެ ތެރެއިން އަންހެންދުޅާ މީހުންނަށާއި އަންހެނުންގެ ތެރެއިން ފިރިހެންދުޅާ މީހުންނަށް ﷲ ތަޢާލާ ލަޢްނަތްލެއްވިއެވެ.”,
مسند أحمد,2703,جاء عمرُ بنُ الخطابِ إلى رسولِ اللهِ صلَّى اللهُ عليهِ وسلَّمَ فقال : يا رسولَ اللهِ هَلَكْتُ قال : وما الذي أهْلككَ قال :حَوَّلْتُ رَحْلِيَ الْبَارِحَةَ قال : فلم يَرُدَّ عليه شيئًا قال : فأوحَى اللهُ إلى رسولِهِ هذه الآيةَ : { نِسَاؤُكُمْ حَرْثٌ لَكُمْ فَأْتُوا حَرْثَكُمْ أَنَّى شِئْتُمْ } أَقْبِلْ وأَدْبِرْ واتَّقوا الُّدبُرَ والحَيْضةَ,އެކަލޭގެފާނު ވިދާޅުވިއެވެ. ޢުމަރު ބްނު އަލްޚައްޠާބު ރަޟިޔަﷲ ޢަންހު ރަސޫލާ صلى الله عليه و سلم ގެ އަރިހަށް ވަޑައިގެން ދެންނެވިއެވެ. އޭ ﷲގެ ރަސޫލާއެވެ! ތިމަން މިހުރީ ހަލާކުވެފައެވެ. ޙަދީޘްކުރެއްވިއެވެ. އަދި ކަލޭގެފާނު ހަލާކުކުރުވީ ކޮންއެއްޗެއްތޯއެވެ؟ ޢުމަރު رضي الله عنه ދެންނެވިއެވެ. މިރޭ އަޅުގަނޑުގެ ސަވާރީގެ ސާމާނު ބަދަލުކޮށްލައްވައިފީމެވެ. (އެބަހީ: ޖިމާޢުވެ އުޅޭގޮތް ބަދަލުކޮށްލައްވައިފީމެވެ. ކުރިމަތިން ދިމާކުރެއްވުމުގެ ބަދަލުގައި ފުރަގަހުން ގެންގޮސް ކުރިމަތިފަރާތަށް ޖިމާޢު ވެވިއްޖެއެވެ). ދެން ރަސޫލާ صلى الله عليه و سلم ޖަވާބުގައި އެއްޗެއް ވިދާޅުނުވެ ހުންނަވައިފިއެވެ. އެއަށްފަހު ރަސޫލާ صلى الله عليه و سلم އަށް މި އާޔަތް ވަހީކުރެއްވުނެވެ. މާނައީ: ” ތިޔަބައިމީހުންގެ އަނބިންނީ، ތިޔަބައިމީހުންނަށްވާ ދަނޑުބިމެކެވެ. ފަހެ ތިޔަބައިމީހުން ބޭނުންފަދައަކުން ތިޔަބައިމީހުންގެ ދަނޑުބިމަށް އަންނާށެވެ! (އެބަހީ: ނަސްލު އުފެދުމުގެ މަގު ޚިޔާރުކުރާށެވެ.) “ އެކަލޭގެފާނު ވިދާޅުވިއެވެ. ކުރިމަތިންނާއި ފަހަތުން (ޖިމާޢުވާން) ދިމާކުރައްވާށެވެ. ނަމަވެސް ފުރަގަސްފަރާތަށާއި ޙައިޟުގެ ދުވަސްވަރާއި (މި ދެކަމުން) ދުރުވެ ވަޑައިގަންނަވާށެވެ.)”,
مسند أحمد,2867,لاَ ضَرَرَ، وَلاَ ضِرَارَ,ގެއްލުން ދިނުމެއްވެސް އަދި (މީހަކު ގެއްލުމެއް ދިނުމުން) އޭގެ ބަދަލުގައި ގެއްލުން ދިނުމެއްވެސް ނުވެއެވެ.,
مسند أحمد,3818,"إيَّاكم ومُحقَّراتِ الذُّنوبِ؛ فإنَّهنَّ يجتمِعْنَ على الرَّجُلِ حتى يُهلِكْنَه""",ފާފަތައް އާދައިގެ ނިކަމެތިކަމެއްކަމުގައި ދުށުމާއިމެދު ބިރުވެތިވެ އެކަމުން ދުރުވެގަންނާށެވެ. އެހެނީ ހަމަކަށަވަރުން އިންސާނާ ހަލާކުކޮށްލައިފުމަށް ދާންދެން އެފާފަތައް އޭނާގެ މައްޗަށް އެއްވަމުން ޖަމަޢަވަމުން ދެއެވެ.,
مسند أحمد,4376,لقد شَهِدتُ مِن المِقدادِ مَشهدًا لأنْ أكونَ أنا صاحِبَه أحبُّ إلَيَّ ممَّا على الأرضِ مِن شيءٍ؛ قال: أَتى النَّبيَّ صلَّى اللهُ عليه وسلَّمَ، وكان رَجُلًا فارسًا، قال: فقال: أبشِرْ يا نبيَّ اللهِ، واللهِ لا نقولُ لك كما قالتْ بَنو إسرائيلَ لموسى صلَّى اللهُ عليه وسلَّمَ: {اذْهَبْ أَنْتَ وَرَبُّكَ فَقَاتِلَا إِنَّا هَاهُنَا قَاعِدُونَ} [المائدة: 24]، ولكنْ والذي بَعَثَكَ بالحَقِّ لنَكونَنَّ بينَ يدَيكَ، وعن يَمينِكَ، وعن شِمالِكَ، ومِن خَلْفِكَ حتى يَفتَحَ اللهُ عليك.,"އެކަލޭގެފާނު ވިދާޅުވިއެވެ. ﷲގެ ރަސޫލާއެވެ! ކަލޭގެފާނަށް އުފާވެރިކަމުގެ ޚަބަރު ދެމެވެ. މާތްﷲ ގަންދީ ބުނަމެވެ. ބަނޫ އިސްރާއީލުގެ މީހުން މޫސާގެފާނަށް ދެންނެވިގޮތަށް، ތިމަންމެން ކަލޭގެފާނަކަށް ނުދައްނަވާނަމެވެ. ""ފަހެ، ކަލޭގެފާނުގެ ވެރިރަސްކަލާނގެއާއި، ކަލޭގެފާނު ވަޑައިގެން އެއުރެންނާ ހަނގުރާމަ ކުރައްވާށެވެ! ތިމަންމެން މިތާނގައި ތިބޭނޫއެވެ."" އެކަމަކު ކަލޭގެފާނު ޙައްގު ގޮތުގައި ފޮނުއްވި އިލާހު ގަންދެއްވާ ދަންނަވަމެވެ. ތިމަމެން ކަލޭގެފާނާއެކު ކަލޭގެފާނުގެ ކުރިމަތިންނާއި، ފަހަތުންނާއި، ކަނާތްފަރާތުންނާއި އަދި ވައަތް ފަރާތުގައި ތިބޭ ހުށީމެވެ. މާތްﷲ ކަލޭގެފާނަށް ފަތަޙައާއި ނަޞްރު ދެއްވައިފުމަށް ދާންދެނެވެ.""",
مسند أحمد,4776,صَلَاةُ اللَّيْلِ وَالنَّهَارِ مَثْنَى مَثْنَى,“ރޭގަނޑާއި ދުވާލުގެ ނަމާދު ވަނީ ދެ ރަކްޢަތުން ދެ ރަކްޢަތުންނެވެ.”,
مسند أحمد,4890,"حَدَّثَنَا وَكِيعٌ، عَنْ سُفْيَانَ، عَنْ مَنْصُورٍ، عَنْ سَالِمِ بْنِ أَبِي الْجَعْدِ، عَنْ يَزِيدَ بْنِ بِشْرٍ، عَنِ ابْنِ عُمَرَ قَالَ: بُنِيَ الْإِسْلَامُ عَلَى خَمْسٍ: "" شَهَادَةِ أَنْ لَا إِلَهَ إِلَّا اللهُ، وَإِقَامِ الصَّلَاةِ، وَإِيتَاءِ الزَّكَاةِ، وَحَجِّ الْبَيْتِ، وَصَوْمِ رَمَضَانَ "". قَالَ: فَقَالَ لَهُ رَجُلٌ: وَالْجِهَادُ فِي سَبِيلِ اللهِ قَالَ ابْنُ عُمَرَ: الْجِهَادُ حَسَنٌ، هَكَذَا حَدَّثَنَا رَسُولُ اللهِ ﷺ.",އިބްނު ޢުމަރު ރިވާ ކުރެއްވިއެވެ: ”އިސްލާމް (ދީން) ބިނާވެގެން ވަނީ ފަސް ކަމެއްގެ މައްޗަށެވެ. އެއީ ﷲ ފިޔަވައި އެހެން އެއްވެސް އިލާހަކު ނުވާކަމަށް ހެކިވުމާއި، ނަމާދު ގާއިމު ކުރުމާއި، (މުދަލު) ޒަކާތް ދިނުމާއި، ގެފުޅަށް ގޮސް ޙައްޖުވުމާއި، ރަމަޟާން މަހުގެ ރޯދަ ހިފުމެވެ.“ މީހަކު ޢިބްނު ޢުމަރަށް ދެންނެވިއެވެ: އަދި ﷲގެ މަގުގައި ޖިހާދު ކުރުން؟ އިބްނު ޢުމަރު ވިދާޅުވިއެވެ: ޖިހާދަކީ ރަނގަޅު ކަމެކެވެ. (އެހެނަސް) ރަސޫލު ﷲ ﷺ ގެ އަރިހުން ތިމަން އަޑު އެހީ މިފަދައިންނެވެ.,b8
مسند أحمد,5547,عَنِ ابْنِ عُمَرَ ، عَنِ النَّبِيِّ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ قَالَ : مَا مِنْ أَيَّامٍ أَعْظَمُ عِنْدَ اللهِ وَلَا أَحَبُّ إِلَيْهِ مِنَ الْعَمَلِ فِيهِنَّ مِنْ هَذِهِ الْأَيَّامِ الْعَشْرِ ، فَأَكْثِرُوا فِيهِنَّ مِنَ التَّهْلِيلِ وَالتَّكْبِيرِ وَالتَّحْمِيدِ .,އިބްނު ޢުމަރުގެ އަރިހުން ރިވާވެގެންވެއެވެ: ނަބިއްޔާ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ”(ހައްޖު މަހުގެ) މި (ފުރަތަމަ) ދިހަ ދުވަހަށްވުރެ، ﷲގެ ހަޒުރަތުގައި މަތިވެރި އަދި އެ ދުވަސްތަކުގައި (ހެޔޮ) އަމަލު ކުރުމަށް އެ އިލާހަށް ލޮބުވެތިކަން ބޮޑުވެގެންވާ އެހެން ދުވަސްތަކެއް ނުވެއެވެ. ފަހެ ތިޔަބައިމީހުން އެ ދުވަސްތަކުގައި ތަހްލީލާއި ތަކްބީރާއި ތަޙްމީދު ގިނަގިނައިން ކިޔާށެވެ.“ (އެބަހީ: لاَ إِلَهَ إِلاَّ اللَّهُ وَحْدَهُ لاَ شَرِيكَ لَهُ لَهُ الْمُلْكُ وَلَهُ الْحَمْدُ وَهُوَ عَلَى كُلِّ شَيْءٍ قَدِيرٌ، اللَّهُ أَكْبَرُ، اَلْحَمْدُ لِلَّهِ މި ޒިކުރުތައް ކިޔާށެވެ.),
مسند أحمد,5723,""" أُحِلَّتْ لَنَا مَيْتَتَانِ، وَدَمَانِ. فَأَمَّا الْمَيْتَتَانِ: فَالْحُوتُ وَالْجَرَادُ، وَأَمَّا الدَّمَانِ: فَالْكَبِدُ وَالطِّحَالُ ""","""އަހަރުމެންނަށްޓަކައި މުޅަތަކެތީގެ ތެރެއިން ދެ އެއްޗަކާއި ލޭގެ ތެރެއިން ދެ އެއްޗެއް ޙަލާލު ކުރެވިގެންވެއެވެ. އެއީ (މުޅަތަކެތީގެ ތެރެއިން) ކަނޑުމަހާއި ގޮންފުޅަންގެވެ. އަދި (ލޭގެ ތެރެއިން) މެއާއި ލަގޮޑިއެވެ.""",
مسند أحمد,5776,حَدَّثَنَا أَبُو النَّضْرِ، حَدَّثَنَا أَبُو عَقِيلٍ، عَنْ بَرَكَةَ بْنِ يَعْلَى التَّيْمِيِّ: حَدَّثَنِي أَبُو سُوَيْدٍ الْعَبْدِيُّ قَالَ: أَتَيْنَا ابْنَ عُمَرَ فَجَلَسْنَا بِبَابِهِ لِيُؤْذَنَ لَنَا، قَالَ: فَأَبْطَأَ عَلَيْنَا الْإِذْنُ، قَالَ: فَقُمْتُ إِلَى جُحْرٍ فِي الْبَابِ فَجَعَلْتُ أَطَّلِعُ فِيهِ، فَفَطِنَ بِي، فَلَمَّا أَذِنَ لَنَا جَلَسْنَا فَقَالَ: أَيُّكُمُ اطَّلَعَ آنِفًا فِي دَارِي؟ قَالَ: قُلْتُ: أَنَا، قَالَ: بِأَيِّ شَيْءٍ اسْتَحْلَلْتَ أَنْ تَطَّلِعَ فِي دَارِي؟ قَالَ: قُلْتُ: أَبْطَأَ عَلَيْنَا الْإِذْنُ، فَنَظَرْتُ فَلَمْ أَتَعَمَّدْ ذَلِكَ، قَالَ: ثُمَّ سَأَلُوهُ عَنْ أَشْيَاءَ، فَقَالَ: سَمِعْتُ رَسُولَ اللهِ ﷺ يَقُولُ: بُنِيَ الْإِسْلَامُ عَلَى خَمْسٍ: شَهَادَةِ أَنْ لَا إِلَهَ إِلَّا اللهُ وَأَنَّ مُحَمَّدًا رَسُولُ اللهِ، وَإِقَامِ الصَّلَاةِ، وَإِيتَاءِ الزَّكَاةِ، وَحَجِّ الْبَيْتِ، وَصِيَامِ رَمَضَانَ، قُلْتُ: يَا أَبَا عَبْدِ الرَّحْمَنِ، مَا تَقُولُ فِي الْجِهَادِ؟ قَالَ: مَنْ جَاهَدَ فَإِنَّمَا يُجَاهِدُ لِنَفْسِهِ.,އިބްނު ޢުމަރު ރިވާ ކުރެއްވިއެވެ: ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރައްވަނިކޮށް ތިމަން އަޑު އެހީމެވެ: ”އިސްލާމް (ދީން) ބިނާވެގެން ވަނީ ފަސް ކަމެއްގެ މައްޗަށެވެ. އެއީ ﷲ ފިޔަވައި އެހެން އެއްވެސް އިލާހަކު ނުވާކަމަށް ހެކިވުމާއި، އަދި މުޙައްމަދުގެފާނީ އެ އިލާހުގެ އަޅާ އަދި ރަސޫލާކަމަށް ހެކިވުމާއި، ނަމާދު ގާއިމު ކުރުމާއި، (މުދަލު) ޒަކާތް ދިނުމާއި، ގެފުޅަށް ގޮސް ޙައްޖުވުމާއި، ރަމަޟާން މަހުގެ ރޯދަ ހިފުމެވެ.“ މީހަކު ޢިބްނު ޢުމަރަށް ދެންނެވިއެވެ: އޭ އަބޫ ޢަބްދުއްރަޙްމާނެވެ. ޖިހާދާމެދު ވިދާޅުވަނީ ކީކޭތޯއެވެ؟ އިބްނު ޢުމަރު ވިދާޅުވިއެވެ: ޖިހާދު ކުރި މީހާ (ދަންނާށެވެ) އެ ޖިހާދު ކުރަނީ ހަމަ އޭނާގެ އަމިއްލަ ނަފްސުގެ މަންފާއަށެވެ.,b8
مسند أحمد,6123,حَدَّثَنَا هَاشِمٌ، حَدَّثَنَا عَاصِمٌ، عَنْ أَبِيهِ، عَنِ ابْنِ عُمَرَ، عَنِ النَّبِيِّ ﷺ قَالَ: بُنِيَ الْإِسْلَامُ عَلَى خَمْسٍ: شَهَادَةِ أَنْ لَا إِلَهَ إِلَّا اللهُ وَأَنَّ مُحَمَّدًا رَسُولُ اللهِ، وَإِقَامِ الصَّلَاةِ، وَإِيتَاءِ الزَّكَاةِ، وَحَجِّ الْبَيْتِ، وَصَوْمِ رَمَضَانَ.,އިބްނު ޢުމަރު ރިވާ ކުރެއްވިއެވެ: ނަބިއްޔާ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ”އިސްލާމް (ދީން) ބިނާވެގެން ވަނީ ފަސް ކަމެއްގެ މައްޗަށެވެ. އެއީ ﷲ ފިޔަވައި އެހެން އެއްވެސް އިލާހަކު ނުވާކަމަށް ހެކިވުމާއި، އަދި މުޙައްމަދުގެފާނީ އެ އިލާހުގެ އަޅާ އަދި ރަސޫލާކަމަށް ހެކިވުމާއި، ނަމާދު ގާއިމު ކުރުމާއި، (މުދަލު) ޒަކާތް ދިނުމާއި، ގެފުޅަށް ގޮސް ޙައްޖުވުމާއި، ރަމަޟާން މަހުގެ ރޯދަ ހިފުމެވެ.“,b8
مسند أحمد,6208,إنَّه سَيَكونُ في أُمَّتي مَسْخٌ، وقَذْفٌ، وهو في الزِّنْديقيَّةِ والقَدَريَّةِ.,ހަމަކަށަވަރުން ތިމަންކަލޭގެފާނުގެ އުއްމަތުގައި، ޞޫރަ ބަދަލުކުރެއްވުމަކާއި ބިންގަޑު ގަންބަވައިގަތުމެއް ވެއެވެ. އެކަންވަނީ ޒިންދީގުންނާއި ގަދަރިއްޔާއިންގެ ތެރެއަށެވެ.”,
مسند أحمد,6412,"حَدَّثَنَا ابْنُ نُمَيْرٍ، حَدَّثَنَا حَنْظَلَةُ، سَمِعْتُ عِكْرِمَةَ بْنَ خَالِدٍ يُحَدِّثُ طَاوُسًا قَالَ:
إِنَّ رَجُلًا قَالَ لِعَبْدِ اللهِ بْنِ عُمَرَ: أَلَا تَغْزُو؟ قَالَ: إِنِّي سَمِعْتُ رَسُولَ اللهِ ﷺ يَقُولُ: إِنَّ الْإِسْلَامَ بُنِيَ عَلَى خَمْسٍ: شَهَادَةِ أَنْ لَا إِلَهَ إِلَّا اللهُ وَأَنَّ مُحَمَّدًا رَسُولُ اللهِ، وَإِقَامِ الصَّلَاةِ، وَإِيتَاءِ الزَّكَاةِ، وَصِيَامِ رَمَضَانَ، وَحَجِّ الْبَيْتِ.",ހަމަކަށަވަރުން މީހަކު ޢަބްދު ﷲ ބިން ޢުމަރަށް ދެންނެވިއެވެ: ތިބާ (ﷲ ގެ މަގުގައި ޖިހާދު ކުރުމަށް) ޣަޒްވާއަކަށް ނުނިކުންނަމުތޯއެވެ؟ އިބްނު ޢުމަރު ވިދާޅުވިއެވެ: ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރައްވަނިކޮށް ތިމަން އަޑު އެހީމެވެ: ”ހަމަކަށަވަރުން އިސްލާމް (ދީން) ބިނާވެގެން ވަނީ ފަސް ކަމެއްގެ މައްޗަށެވެ. އެއީ ﷲ ފިޔަވައި އެހެން އެއްވެސް އިލާހަކު ނުވާކަމަށް ހެކިވުމާއި، އަދި މުޙައްމަދުގެފާނީ އެ އިލާހުގެ ރަސޫލާކަމަށް ހެކިވުމާއި، ނަމާދު ގާއިމު ކުރުމާއި، (މުދަލު) ޒަކާތް ދިނުމާއި، ރަމަޟާން މަހުގެ ރޯދަ ހިފުމާއި، ގެފުޅަށް ގޮސް ޙައްޖުވުމެވެ.“,b8
مسند أحمد,6576,أنَّهُ : ذَكَرَ الصَّلاةَ يومًا فقالَ : من حافظَ علَيها كانت لَهُ نورًا وبرهانًا ونَجاةً يومَ القيامةِ ، ومن لم يحافِظ عليها لم يَكُن لَهُ نورٌ ، ولا برهانٌ ، ولا نجاةٌ ، وَكانَ يومَ القيامةِ معَ قارونَ ، وفرعونَ ، وَهامانَ ، وأبيِّ بنِ خلفٍ,ނަމާދުތަކަށް ރައްކާތެރިވާ މީހާއަށް ނޫރެއްވާނެއެވެ. އަދި ބުރުހާނެއްވާނެއެވެ. އަދި ނަމާދުތަކަށް ރައްކާތެރިނުވާ މީހަކަށް ނޫެރެއްނުވެއެވެ. އަދި ބުރުހާނެއްވެސް ނުވެއެވެ. އަދި އެފަދަ މީހަކު ވާހުށީ ފިރްޢައުނާއި، ހާމާނާއި، އުބައްޔު ބިން ޚަލަފާއި އެކުގައެވެ.,
مسند أحمد,6626,الصِّيَامُ وَالْقُرْآنُ يَشْفَعَانِ لِلْعَبْدِ يَقُولُ الصِّيَامُ: أَيْ رَبِّ إِنِّي مَنَعْتُهُ الطَّعَامَ وَالشَّهَوَاتِ بِالنَّهَارِ فَشَفِّعْنِي فِيهِ وَيَقُولُ الْقُرْآنُ: مَنَعْتُهُ النُّوْمَ بِاللَّيْلِ فَشَفِّعْنِي فِيهِ فيشفعان,ރޯދައާއި ޤުރްއާން އަޅާއަށްޓަކައި ޝަފާޢަތްތެރިވާނެއެވެ. ރޯދަ ބުނާނެތެވެ: އޭ އަޅުގެ ވެރިރައްބެވެ. ހަމަކަށަވަރުން މިއަޅާ ދުވާލުގެ ވަގުތުގައި ކާނާއާއި ޝަޙްވަތްތައް އޭނާއަށް މަނާކުރީމުއެވެ. ފަހެ އޭނާއަށްޓަކައި މިއަޅާ މިވާ ޝަފާޢަތް ޤަބޫލުކުރައްވާނދޭވެ. އަދި ޤުރުއާން ބުނާނެތެވެ: މިއަޅާ އޭނާ ރޭގަނޑުގެ ނިދިން މަޙްރޫމް ކުރީމެވެ. ފަހެ އޭނާއަށްޓަކައި މިއަޅާ މިވާ ޝަފާޢަތް ޤަބޫލުކުރައްވާނދޭވެ. ދެންފަހެ މާތް ﷲ އެ ދެ ޝަފާޢަތް ޤަބޫލުކުރައްވާނެތެވެ.,
مسند أحمد,6626,الصِّيامُ والقرآنُ يشفَعانِ للعبدِ يومَ القيامةِ يقولُ الصِّيامُ أي ربِّ منعتُهُ الطَّعامَ والشَّهواتِ بالنَّهارِ فشفِّعني فيهِ ويقولُ القرآنُ منعتُهُ النَّومَ باللَّيلِ فشفِّعني فيهِ قالَ فَيشفَّعانِ,ގިޔާމަތް ދުވަހުން ރޯދައާއި ގުރުއާން އަޅާއަށް ޝަފާޢަތްތެރިވާނެއެވެ. ރޯދަ ބުނާނެއެވެ. އޭ ރައްބެވެ! ދުވާލުގެ ވަގުތު ކެއުމާއި ޝަހުވަތުން ތިމަންނަ އޭނާއަށް މަނާކުރީމެވެ. އޭނާއަށްޓަކައި ތިމަންގެ ޝަފާޢަތް ލައްވާނދޭވެ. އަދި ގުރުއާން ބުނާނެއެވެ. އޭ ރައްބެވެ! ތިމަންނަ އޭނާއަށް ރޭގަނޑުގެ ނިދި މަނާކުރީމެވެ. އޭނާއަށްޓަކައި ތިމަންގެ ޝަފާޢަތް ލައްވާނދޭވެ.,
مسند أحمد,6633,"حَدَّثَنَا زَيْدُ بْنُ الْحُبَابِ، مِنْ كِتَابِهِ حَدَّثَنَا عَبْدُ الرَّحْمَنِ بْنُ شُرَيْحٍ، سَمِعْتُ شَرَاحِيلُ بْنَ يَزِيدَ الْمَعَافِرِيَّ، أَنَّهُ سَمِعَ مُحَمَّدَ بْنَ هُدَيَّةَ الصَّدَفِيَّ، قَالَ: سَمِعْتُ عَبْدَ اللهِ بْنَ عَمْرِو بْنِ الْعَاصِي، يَقُولُ: سَمِعْتُ رَسُولَ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ يَقُولُ: "" إِنَّ ‌أَكْثَرَ ‌مُنَافِقِي ‌أُمَّتِي ‌قُرَّاؤُهَا "".",ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ”ހަމަކަށަވަރުން ތިމަން ނަބިއްޔާގެ އުއްމަތުގެ ގިނަ މުނާފިގުންނަކީ، އެ އުއްމަތުގެ ގާރީންނެވެ.“,صححه الألباني في صحيح الجامع 6633
مسند أحمد,6717,"""أَنَّ رَسُولَ اللَّهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ قَضَى أَنَّ عَقْلَ أَهْلِ الْكِتَابَيْنِ نِصْفُ عَقْلِ الْمُسْلِمِينَ""","""ހަމަކަށަވަރުން ކީރިތި ރަސޫލާ ޞައްލަﷲ ޢަލައިހި ވަސައްލަމަ އަހްލު ކިތާބީންގެ ދިޔައަކީ މުސްލިމުންގެ މަރުގެ ދިޔައިގެ ½ ބައިކަމުގައި ޙުކުމްކުރެއްވިއެވެ.""",
مسند أحمد,6975,"""أَنَّ رَسُولَ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ نَظَرَ إِلَى أَعْرَابِيٍّ قَائِمًا فِي الشَّمْسِ، وَهُوَ يَخْطُبُ، فَقَالَ: "" مَا شَأْنُكَ؟ "" قَالَ: نَذَرْتُ يَا رَسُولَ اللهِ، أَنْ لَا أَزَالَ فِي الشَّمْسِ حَتَّى تَفْرُغَ فَقَالَ رَسُولُ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ: "" لَيْسَ هَذَا نَذْرًا، إِنَّمَا النَّذْرُ مَا ابْتُغِيَ بِهِ وَجْهُ اللهِ عَزَّ وَجَلَّ ""","""ރަސޫލާ ޞައްލަﷲ ޢަލައިހި ވަސައްލަމަ ޚުޠުބާ ދެއްވަން ހުންނަވަނިކޮށް އަޢުރާބީއަކު އަވީގައި ހުއްޓާ ފެނިވަޑައިގެން ޙަދީޘްކުރެއްވިއެވެ. ""ކަލެއަށް ކިހިނެތް ވީހެއްޔެވެ؟"" އޭނާ ދެންނެވިއެވެ. ﷲގެ ރަސޫލާ ޚިޠުބާ ވިދާޅުވެ ނިމިވަޑައިގަންނަވަންދެން އަވީގައި ކޮޅަށް ހުރުމަށް ތިމަންނަ ނަދުރު ބުނީމެވެ. ދެންފަހެ ރަސޫލާ ޞައްލަﷲ ޢަލައިހި ވަސައްލަމަ ޙަދީޘްކުރެއްވިއެވެ. ""ތިޔައީ ނަދުރެއް ނޫނެވެ. ނަދުރަކީ ހަމައެކަނި ﷲގެ ވަޖްހުފުޅަށްޓަކައި ބުނެވޭ ނަދުރެވެ.""",
مسند أحمد,7089,عَنْ عَبْدِ اللَّهِ بْنِ عَمْرِو أَنَّ النَّبِيَّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ قَالَ إِنَّ اللَّهَ عَزَّ وَجَلَّ يُبَاهِي مَلَائِكَتَهُ عَشِيَّةَ عَرَفَةَ بِأَهْلِ عَرَفَةَ فَيَقُولُ انْظُرُوا إِلَى عِبَادِي أَتَوْنِي شُعْثًا غُبْرًا,އަރަފާތް ދުވަހަކީ ﷲ ތަޢާލާގެ އަޅުތަކުންކުރެ އެންމެ ގިނަ މީސްތަކުން އެދުވަހެއްގައި ނަރައިން މުއްތި ކުރައްވާނެ ދުވަހެވެ. އަދި ހަމަކަށަވަރުން އެދުވަހުގައި އެ އިލާހު ގާތްވެވޮޑިގަންނަވާނެއެވެ. އަދި މަލާއިކަތުންގެ އަރިހުގައި ފަޚުރުވެރިވެވޮޑިގަންނަވާފައި ވަހީކުރައްވާނެއެވެ. މިބައިމީހުން އެދެނީ ކޮންކަމެއް ހެއްޔެވެ؟,
مسند أحمد,7210,حَدَّثَنَا أَزْهَرُ بْنُ الْقَاسِمِ ، حَدَّثَنَا الْمُثَنَّى ، يَعْنِي ابْنَ سَعِيدٍ ، عَنْ قَتَادَةَ ، عَنْ عَبْدِ اللهِ بْنِ بَابَاهْ، عَنْ عَبْدِ اللهِ بْنِ عَمْرِو بْنِ الْعَاصِي ، أَنَّ النَّبِيَّ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ كَانَ يَقُولُ : إِنَّ اللهَ عَزَّ وَجَلَّ يُبَاهِي مَلَائِكَتَهُ عَشِيَّةَ عَرَفَةَ بِأَهْلِ عَرَفَةَ ، فَيَقُولُ : انْظُرُوا إِلَى عِبَادِي أَتَوْنِي شُعْثًا غُبْرًا .,"ޢަބްދު ﷲ ބިން ޢަމްރު ބިން އަލްޢާޞީ ރިވާ ކުރެއްވިއެވެ: ނަބިއްޔާ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ""ހަމަކަށަވަރުން އަރަފާތު ދުވަހުގެ ހަވީރު ވަގުތުގައި، ﷲ ޢައްޒަ ވަޖައްލަ އެ އިލާހުގެ މަލާއިކަތުންނަށް އަރަފާތުގެ އަހުލުވެރިންނާމެދު ފަޚުރުވެ ވޮޑިގަންނަވައެވެ. އަދި ވަހީ ކުރައްވައެވެ: ތިމަން އިލާހުގެ އަޅުތަކުންނަށް ބައްލަވާށެވެ. އެބައިމީހުން ބޯހެވި ހިރަފުސްވެފައިވާ ހާލުގައިވެސް ތިމަން އިލާހުގެ ހަޒްރަތަށް އައިސްފައިވެއެވެ.""",
