bodyAR,bodyDV
[الأعراف: 158].,[އަލްއަޢުރާފު: 158]
وقال تعالى:,އަދިވެސް އެކަލާނގެ ވަޙީކުރެއްވިއެވެ:
﴿...وَأُوحِيَ إِلَيَّ هَٰذَا ٱلۡقُرۡءَانُ لِأُنذِرَكُم بِهِۦ وَمَنۢ بَلَغَ...﴾,(....ތިޔަބައިމީހުންނަށާއި، އެ މީހަކާ ހަމައަށް ފޯރިމީހަކަށް އެއިން ތިމަންކަލޭގެފާނު އިންޒާރުކުރެއްވުމަށް ތިމަންކަލޭގެފާނަށް މި ޤުރްއާން ވަޙީކުރެއްވުނެވެ...)
[الأنعام: 19].,[އަލްއަންޢާމު: 19]
وقال تعالى:,އަދިވެސް ﷲ ތަޢާލާ ވަޙީކުރެއްވިއެވެ:
﴿قُلۡ إِن كُنتُمۡ تُحِبُّونَ ٱللَّهَ فَٱتَّبِعُونِي يُحۡبِبۡكُمُ ٱللَّهُ وَيَغۡفِرۡ لَكُمۡ ذُنُوبَكُمۡۚ وَٱللَّهُ غَفُورٞ رَّحِيمٞ31﴾,(ކަލޭގެފާނު ވިދާޅުވާށެވެ! ތިޔަބައިމީހުން ﷲ ދެކެ ލޯބިވާކަމުގައިވާނަމަ، ފަހެ ތިޔަބައިމީހުން ތިމަންކަލޭގެފާނަށް ތަބަޢަވާށެވެ! އޭރުން ﷲ ތިޔަބައިމީހުން ދެކެ ލޯބިވެވޮޑިގަންނަވާނެއެވެ. އަދި ތިޔަބައިމީހުންނަށްޓަކައި ތިޔަބައިމީހުންގެ ފާފަތައް ފުއްސަވައިދެއްވާނެއެވެ. ﷲ އީ، ގިނަގިނައިން ފާފަފުއްސަވާ، ރަޙީމުވަންތަ އިލާހެވެ.)
[آل عمران: 31].,[އާލްޢިމްރާން: 31]
وقال تعالى:,އަދިވެސް އެކަލާނގެ ވަޙީކުރެއްވިއެވެ:
﴿وَمَن يَبۡتَغِ غَيۡرَ ٱلۡإِسۡلَٰمِ دِينٗا فَلَن يُقۡبَلَ مِنۡهُ وَهُوَ فِي ٱلۡأٓخِرَةِ مِنَ ٱلۡخَٰسِرِينَ85﴾,(ދީނެއްގެ ގޮތުގައި އިސްލާމްދީން ނޫން ދީނެއް އެދޭމީހާ (ދަންނައެވެ!) ފަހެ އެމީހާގެ ކިބައިން (އެކަން) ޤަބޫލު ނުކުރެވޭހުއްޓެވެ. އަދި އާޚިރަތުގައި އެމީހަކު ވާހުށީ، ގެއްލެނިވެގެންވާ މީހުންގެ ތެރެއިންނެވެ.)
[آل عمران: 85].,[އާލްޢިމްރާން: 85]
وقال تعالى:,އަދިވެސް އެކަލާނގެ ވަޙީކުރެއްވިއެވެ:
﴿وَمَآ أَرۡسَلۡنَٰكَ إِلَّا كَآفَّةٗ لِّلنَّاسِ بَشِيرٗا وَنَذِيرٗا...﴾,(އުފާވެރިކަމުގެ ޚަބަރުދެއްވާ ބޭކަލަކު ކަމުގައްޔާއި، ބިރުވެރިކަމުގެ ޚަބަރުދެއްވާ ބޭކަލަކު ކަމުގައި މެނުވީ، ތިމަންއިލާހު، އެންމެހާ މީސްތަކުންގެ ގާތަކަށް ކަލޭގެފާނު ނުފޮނުއްވަމެވެ...)
[سبأ: 28].,[ސަބައު: 28]
وقال تعالى:,އަދިވެސް ﷲ ތަޢާލާ ވަޙީކުރެއްވިއެވެ:
﴿وَمَآ أَرۡسَلۡنَٰكَ إِلَّا رَحۡمَةٗ لِّلۡعَٰلَمِينَ107﴾,(އަދި ޢާލަމްތަކަށްހުރި ރަޙްމަތެއްކަމުގައި މެނުވީ ތިމަންއިލާހު ކަލޭގެފާނު ނުފޮނުއްވަމެވެ.)
[الأنبياء: 107].,[އަލްއަންބިޔާއު: 107]
وقال تعالى:,އަދިވެސް އެކަލާނގެ ވަޙީކުރެއްވިއެވެ:
﴿...وَقُل لِّلَّذِينَ أُوتُواْ ٱلۡكِتَٰبَ وَٱلۡأُمِّيِّـۧنَ ءَأَسۡلَمۡتُمۡۚ فَإِنۡ أَسۡلَمُواْ فَقَدِ ٱهۡتَدَواْۖ وَّإِن تَوَلَّوۡاْ فَإِنَّمَا عَلَيۡكَ ٱلۡبَلَٰغُۗ وَٱللَّهُ بَصِيرُۢ بِٱلۡعِبَادِ﴾,(...އަދި ފޮތުގެ އަހުލުވެރިން (ޔަހޫދީންނާއި ނަޞާރާއިން) ނާއި އެބައިމީހުންގެ މައްޗަށް އޭގެ ކުރިން ފޮތް ބާވައި ނުލެއްވޭ މީހުންނަށް (އެބަހީ: ޢަރަބީންގެ މުޝްރިކުންނަށް) ކަލޭގެފާނު ވިދާޅުވާށެވެ! ތިޔަބައިމީހުން އިސްލާމްވެއްޖައީމު ހެއްޔެވެ؟ ފަހެ އެބައިމީހުން އިސްލާމްވެއްޖެނަމަ، އެބައިމީހުން ތެދުމަގު ލިބިގެންފިކަން ކަށަވަރެވެ. އަދި އެބައިމީހުން އެނބުރި ފުރަގަސްދީފިނަމަ، ކަލޭގެފާނަށް އޮތްކަން ކަށަވަރީ (ކަލޭގެފާނަށް ބާވައިލެއްވި އެއްޗެއް މީސްތަކުންނަށް) ފޯރުކޮށްދެއްވުމެވެ. ﷲ އީ، އަޅުތަކުންގެ ކަންތައް މޮޅަށް ބައްލަވާވޮޑިގެންވާ އިލާހެވެ.)
[آل عمران: 20].,[އާލްޢިމްރާން: 20]
وقال سبحانه:,އަދިވެސް އެކަލާނގެ ސުބްޙާނަހޫ ވަޙީކުރެއްވިއެވެ:
﴿تَبَارَكَ ٱلَّذِي نَزَّلَ ٱلۡفُرۡقَانَ عَلَىٰ عَبۡدِهِۦ لِيَكُونَ لِلۡعَٰلَمِينَ نَذِيرًا1﴾,(ޢާލަމްތަކަށް އިންޛާރުކުރައްވާ ބޭކަލަކު ކަމުގައިވުމަށް، އެކަލާނގެ އަޅާއަށް ޤުރްއާން ބާވައިލެއްވި ކަލާނގެ، ބަރަކާތްތެރިވެވޮޑިގެން މަތިވެރިވެވޮޑިގެންފިއެވެ)
[الفرقان: 1].,[އަލްފުރްޤާނު: 1]
وروى البخاري ومسلم، عن جابر رضي الله عنه، أن النبي ﷺ قال:,އަދި އަލްބުޚާރީ އާއި މުސްލިމު، ޖާބިރު رضي الله عنه ގެ އަރިހުން، ނަބިއްޔާ ﷺ ޙަދީޘްކުރެއްވިކަމަށް ރިވާކުރެއްވިއެވެ:
«أُعْطِيتُ خَمْسًا لَمْ يُعْطَهُنَّ أَحَدٌ قَبْلِي: نُصِرْتُ بِالرُّعْبِ مَسِيرَةَ شَهْرٍ، وَجُعِلَتْ لِيَ الْأَرْضُ مَسْجِدًا وَطَهُورًا، فَأَيُّمَا رَجُلٍ مِنْ أُمَّتِي أَدْرَكَتْهُ الصَّلَاةُ، فَلْيُصَلّ، وَأُحِلَّتْ لِيَ الْمَغَانِمُ، وَلَمْ تُحَلَّ لِأَحَدٍ قَبْلِي، وَأُعْطِيتُ الشَّفَاعَةَ، وَكَانَ النَّبِيُّ يُبْعَثُ إِلَى قَوْمِهِ خَاصَّةً، وَبُعِثْتُ إِلَى النَّاسِ عَامَّةً».,"""ތިމަންކަލޭގެފާނުގެ ކުރިން އެކަކަށްވެސް ނުދެއްވޭ ފަސް ކަމެއް ތިމަންކަލޭގެފާނަށް ދެއްވުނެވެ: ބިރުވެރިކަމުގެ ސަބަބުން (ދުޝްމަނުންގެ ހިތްތަކުގައި ބިރުވެރިކަން ލެއްވިގެން) މަސްދުވަހުގެ ރާސްތާއަށް ތިމަންކަލޭގެފާނަށް ނަޞްރުދެއްވުނެވެ. އަދި ބިމަކީ މިސްކިތެއްކަމުގައި އަދި ޠާހިރުވުމަށް ބޭނުންކުރެވޭ ތަނެއްކަމުގައި ލެއްވުނެވެ. ފަހެ ތިމަންކަލޭގެފާނުގެ އުއްމަތުގެ އެއްވެސް މީހަކަށް ނަމާދުގެ ވަޤުތު ލައްވާލައިފިނަމަ؛ ފަހެ (ހުރި ތަނެއްގައި) އޭނާ ނަމާދުކުރާހުށިކަމެވެ. އަދި ތިމަންކަލޭގެފާނަށް ޣަނީމާ ހުއްދަކުރެއްވުނެވެ. ތިމަންކަލޭގެފާނުގެ ކުރިން އެކަކަށްވެސް ޣަނީމާ މުދާ ހުއްދަ ނުކުރެއްވެއެވެ. އަދި ތިމަންކަލޭގެފާނަށް ޝަފާޢަތް ދެއްވުނެވެ. އަދި ނަބިއްޔުން ފޮނުއްވެމުންދިޔައީ އެބޭކަލެއްގެ ޤައުމެއްގެ ގާތަށް ޚާއްޞަކޮށެވެ. ތިމަންކަލޭގެފާނު ފޮނުއްވުނީ ޢާއްމުކޮށް އެންމެހާ މީސްތަކުންގެ ގާތަށެވެ."""
وهذا بيان صريح لعموم وشمول رسالة نبينا محمد ﷺ إلى جميع البشر، وأنها نَسخت جميع الشرائع المتقدمة، وأن من لم يتبع محمدًا ﷺ ولم يُطعه؛ فهو كافر عاصٍ، مستحق لعقابه، قال تعالى:,މިއީ އަހަރުމެންގެ ނަބިއްޔާ މުޙައްމަދު ﷺގެ ރިސާލަތު ހުރިހާ އިންސާނުންނަށް ޢާއްމުވެ ޝާމިލުވެގެންވާކަމާއި، އަދި އެ ރިސާލަތުން އިސްވެދިޔަ ހުރިހާ ޝަރީޢަތްތައް މަންސޫޚަކުރި ކަމާއި، އަދި މުޙައްމަދު ﷺ އަށް ތަބަޢަނުވެ، އެކަލޭގެފާނަށް ކިޔަމަންނުވެއްޖެ މީހާއީ؛ ޢުޤޫބާތް އެމީހެއްގެ މައްޗަށް ޙައްޤުވެގެންވާ އުރެދުންތެރި ކާފަރެއްކަމުގައި ޞަރީޙަކޮށް ބަޔާންވެގެންވާ ބަސްފުޅެކެވެ. ﷲ ތަޢާލާ ވަޙީކުރެއްވިއެވެ:
﴿...وَمَن يَكۡفُرۡ بِهِۦ مِنَ ٱلۡأَحۡزَابِ فَٱلنَّارُ مَوۡعِدُهُۥ...﴾,(...އަދި ބައިގަނޑުތަކުގެ ތެރެއިން އެ ފޮތަށް ކާފަރުވާ މީހާ، ފަހެ އެ މީހަކަށް ވަޢުދުވެވިގެންވާ ތަނަކީ، ނަރަކައެވެ...)
[هود: 17].,[ހޫދު: 17]
وقال تعالى:,އަދިވެސް އެކަލާނގެ ވަޙީކުރެއްވިއެވެ:
﴿...فَلۡيَحۡذَرِ ٱلَّذِينَ يُخَالِفُونَ عَنۡ أَمۡرِهِۦٓ أَن تُصِيبَهُمۡ فِتۡنَةٌ أَوۡ يُصِيبَهُمۡ عَذَابٌ أَلِيمٌ﴾,(...ފަހެ އެކަލޭގެފާނުގެ އަމުރުފުޅާ ޚިލާފުވާ މީހުންނަށް ފިތުނައެއް ނުވަތަ ވޭންދެނިވި ޢަޛާބެއް ޖެހިދާނެކަމަށް، އެ މީހުން ހުށިޔާރުވެ ބިރުވެތިވާހުށިކަމެވެ.)
[النور: 63].,[އައްނޫރު: 63].
وقال تعالى:,އަދިވެސް އެކަލާނގެ ވަޙީކުރެއްވިއެވެ:
﴿وَمَن يَعۡصِ ٱللَّهَ وَرَسُولَهُۥ وَيَتَعَدَّ حُدُودَهُۥ يُدۡخِلۡهُ نَارًا خَٰلِدٗا فِيهَا وَلَهُۥ عَذَابٞ مُّهِينٞ14﴾,(އަދި، اللَّه އަށާއި، އެކަލާނގެ ރަސޫލާއަށް އުރެދި، އެކަލާނގެ ކަނޑައަޅުއްވާފައިވާ އިންތައް ފަހަނަޅައިދާ މީހަކު، ނަރަކަޔަށް ވައްދަވާނެތެވެ. އެތާނގައި އެމީހަކު ދެމިހުންނަނިވި ގޮތުގައެވެ. އަދި، އެމީހަކަށް އިހާނަތްތެރިކަން ދެނިވި ޢަޛާބުހުށްޓެވެ.)
[النساء: 14]،,[އައްނިސާއު: 14]
وقال تعالى:,އަދިވެސް ﷲ ތަޢާލާ ވަޙީކުރެއްވިއެވެ:
﴿...وَمَن يَتَبَدَّلِ ٱلۡكُفۡرَ بِٱلۡإِيمَٰنِ فَقَدۡ ضَلَّ سَوَآءَ ٱلسَّبِيلِ﴾,(...އަދި އީމާންކަން ކާފަރުކަމަށް ބަދަލުކުރާ މީހާ (ދަންނައެވެ!) ފަހެ އެމީހަކު ސީދާވެގެންވާ މަގުން ފުރެދިގެން ގޮސްފިކަން ކަށަވަރެވެ.)
[البقرة: 108]،,[އަލްބަޤަރާ: 108]،
والآيات في هذا المعنى كثيرة.,މި މާނައިގައިވާ އާޔަތްތައް ގިނަވެގެންވެއެވެ.
واللهُ سبحانه قد قرن طاعة الرسول ﷺ بطاعته، وَبَيَّن أن من اعتقد غير الإسلام فهو خاسر، لا يقبل منه صرف ولا عدل، فقال تعالى:,އަދި ﷲ ސުބްޙާނަހޫ ވަނީ ރަސޫލާ ﷺ އަށް ކިޔަމަންވުން އެކަލާނގެއަށް ކިޔަމަންވުމާ ގުޅުވާލައްވާފައިއެވެ. އަދި އިސްލާމްދީން ފިޔަވައި އެހެން ދީނެއް އިޢުތިޤާދުކޮށް ޤަބޫލުކޮށްފި މީހާއީ ގެއްލި ހަލާކުވެގެންވާ މީހެއްކަމާއި، އޭނާގެ ކިބައިން ފަރުޟެއްވެސް ސުންނަތެއްވެސް، އެއްވެސް ޢަމަލެއް ޤަބޫލު ނުކުރައްވާނޭކަން ބަޔާންކުރެއްވިއެވެ. އެގޮތުން އެކަލާނގެ ވަޙީކުރެއްވިއެވެ:
﴿وَمَنْ يَبْتَغِ غَيْرَ الْإِسْلَامِ دِينًا فَلَنْ يُقْبَلَ مِنْهُ وَهُوَ فِي الْآخِرَةِ مِنَ الْخَاسِرِينَ﴾,(ދީނެއްގެ ގޮތުގައި އިސްލާމްދީން ނޫން ދީނެއް އެދޭމީހާ (ދަންނައެވެ!) ފަހެ އެމީހާގެ ކިބައިން (އެކަން) ޤަބޫލު ނުކުރެވޭހުއްޓެވެ. އަދި އާޚިރަތުގައި އެމީހަކު ވާހުށީ، ގެއްލެނިވެގެންވާ މީހުންގެ ތެރެއިންނެވެ.)
[آل عمران: 85].,[އާލްޢިމްރާން: 85]
وقال تعالى:,އަދިވެސް އެކަލާނގެ ވަޙީކުރެއްވިއެވެ:
﴿مَنْ يُطِعِ الرَّسُولَ فَقَدْ أَطَاعَ اللَّهَ﴾,(ރަސޫލާއަށް ކިޔަމަންވާ މީހާ، ފަހެ، ހަމަކަށަވަރުން اللَّه އަށް ކިޔަމަންވެއްޖެއެެވެ.)
[النساء: 80].,[އައްނިސާއު: 80]
وقال تعالى:,އަދިވެސް އެކަލާނގެ ވަޙީކުރެއްވިއެވެ:
﴿قُلْ أَطِيعُوا اللَّهَ وَأَطِيعُوا الرَّسُولَ فَإِنْ تَوَلَّوْا فَإِنَّمَا عَلَيْهِ مَا حُمِّلَ وَعَلَيْكُمْ مَا حُمِّلْتُمْ وَإِنْ تُطِيعُوهُ تَهْتَدُوا﴾,(ކަލޭގެފާނު ވިދާޅުވާށެވެ. ތިޔަބައިމީހުން ﷲ އަށް ކިޔަމަންވާށެވެ. އަދި ތިޔަބައިމީހުން ރަސޫލާއަށްވެސް ކިޔަމަންވާށެވެ. ފަހެ އެ މީހުން ފުރަގަސްދީ ހިނގައްޖެނަމަ، ފަހެ އެކަލޭގެފާނުގެ މައްޗަށް އޮތްކަން ކަށަވަރީ އެކަލޭގެފާނާ މަތިކުރެއްވުނު ކަންތަކެވެ. (އެއީ ރިސާލަތު ފޯރުކޮށްދިނުމެވެ.) އަދި ތިޔަބައިމީހުންގެ މައްޗަށްއޮތީ ތިޔަބައިމީހުންނާ މަތިކުރެވުނު ކަންތަކެވެ. (އެއީ އީމާންވެ ކިޔަމަންގަތުމެވެ.) އަދި ތިޔަބައިމީހުން އެކަލޭގެފާނަށް ކިޔަމަންވާނަމަ ތިޔަބައިމީހުންނަށް ތެދުމަގު ލިބޭނެއެވެ.)
[النور: 54].,[އައްނޫރު: 54].
وقال تعالى:,އަދިވެސް ﷲ ތަޢާލާ ވަޙީކުރެއްވިއެވެ:
﴿إِنَّ الَّذِينَ كَفَرُوا مِنْ أَهْلِ الْكِتَابِ وَالْمُشْرِكِينَ فِي نَارِ جَهَنَّمَ خَالِدِينَ فِيهَا أُولَئِكَ هُمْ شَرُّ الْبَرِيَّةِ﴾,(ހަމަކަށަވަރުން، ފޮތުގެ އަހުލުވެރިންނާއި، މުޝްރިކުންގެ ތެރެއިން ކާފަރުވި މީހުންވަނީ ޖަހަންނަމައިގެ އަލިފާނުގެ ތެރޭގައެވެ. އެތާނގައި އެއުރެން ދެމިތިބެނިވިގޮތުގައެވެ. އެއުރެންނީ، މީސްތަކުންކުރެ ހަމަ އެންމެ ނުބައިމީހުންނެވެ.)
[البيِّنة: 6].,[އަލްބައްޔިނާ: 6]
وروى مسلم في صحيحه أن رسول الله ﷺ قال:,މުސްލިމް އެކަލޭގެފާނުގެ ޞަޙީޙުގައި، ﷲ ގެ ރަސޫލާ ﷺ ޙަދީޘްކުރެއްވިކަމަށް ރިވާކުރެއްވިއެވެ:
«وَالَّذِي نَفْسِي بِيَدِهِ؛ لَا يَسْمَعُ بِي أَحَدٌ مِنْ هَذِهِ الْأُمَّةِ، يَهُودِيٌّ وَلَا نَصْرَانِيٌّ، ثُمَّ يَمُوتُ وَلَمْ يُؤْمِنْ بِالَّذِي أُرْسِلْتُ بِهِ؛ إِلَّا كَانَ مِنْ أَهْلِ النَّارِ».,(ތިމަންކަލޭގެފާނުގެ ނަފްސު އެ އިލާހުގެ އަތްޕުޅުގައިވާ އިލާހު ގަންދެއްވާ ވިދާޅުވަމެވެ: މި އުއްމަތުގެ އެއްވެސް މީހަކު، ޔަހޫދީއެއް ކަމުގައި ވިޔަސް އަދި ނަޞާރާއެއް ކަމުގައި ވިޔަސް، ތިމަންކަލޭގެފާނުގެ ވާހަކަ އަޑުއަހާފައި، ދެން ތިމަންކަލޭގެފާނު އެކަންތަކާގެން ފޮނުއްވުނު ކަންތަކަށް އީމާންނުވެ ހުރެ މަރުވެއްޖެ ނަމަ؛ ނަރަކައިގެ އަހުލުވެރިންގެ ތެރެއިން މެނުވީ އޭނާ ނުވާނެއެވެ.)
