source,#,bodyAR,bodyDV,takhrij
سنن أبي داود,650,"بَيْنَمَا رَسُولُ اللَّهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ يُصَلِّي بِأَصْحَابِهِ إِذْ خَلَعَ نَعْلَيْهِ فَوَضَعَهُمَا عَنْ يَسَارِهِ، فَلَمَّا رَأَى ذَلِكَ الْقَوْمُ أَلْقَوْا نِعَالَهُمْ، فَلَمَّا قَضَى رَسُولُ اللَّهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ صَلَاتَهُ، قَالَ: «مَا حَمَلَكُمْ عَلَى إِلْقَاءِ نِعَالِكُمْ» ، قَالُوا: رَأَيْنَاكَ أَلْقَيْتَ نَعْلَيْكَ فَأَلْقَيْنَا نِعَالَنَا، فَقَالَ رَسُولُ اللَّهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ: "" إِنَّ جِبْرِيلَ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ أَتَانِي فَأَخْبَرَنِي أَنَّ فِيهِمَا قَذَرًا..""","""(އެއްފަހަރަކު) ރަސޫލާ ޞައްލަﷲ ޢަލައިހި ވަސައްލަމަ އެކަލޭގެފާނު އަޞްޙާބުންނާއިއެކު (ފައިވާން ޖޯޑުކޮޅުތަކުގައި) ނަމާދުކުރައްވަނިކޮށް (އަޞްޙާބު ބޭކަލުންނަށް ފެނިވަޑައިގަތީ) ކީރިތި ރަސޫލާ ޞައްލަﷲ ޢަލައިހި ވަސައްލަމަ އެކަލޭގެފާނުގެ ފައިވާން ޖޯޑުކޮޅު ކުއްލިއަކަށް ބާލުއްވައި އެކަލޭގެފާނުގެ ވައަތްޕުޅުގައި ބެހެއްޓެވި ތަނެވެ. އެތަން އަޞްޙާބު ބޭކަލުންނަށް ފެނިވަޑައިގަތުމުން އެބޭކަލުންވެސް އެބޭކަލުންގެ ފައިވާން ޖޯޑުކޮޅުތައް ބާލުއްވައިފިއެވެ. ދެން، ނަމާދުކޮށް އަވަދިވެވަޑައިގެން، ރަސޫލާ ޞައްލަﷲ ޢަލައިހި ވަސައްލަމަ އެބޭކަލުންނަށް ޙަދީޘް ކުރެއްވިއެވެ. ""ތިޔަބޭކަލުން، ފައިވާން ޖޯޑުކޮޅުތައް ބޭލެއްވީ ފަހެ ކީއްވެގެންތޯއެވެ؟"" އެބޭކަލުން ދެންނެވިއެވެ. ""އެއީ ކަލޭފެފާނު ފައިވާން ޖޯޑުކޮޅު (ބާލައްވާފައި) ބެހެއްޓެވި ތަން ތިމަންމެންނަށް ފެނުނީމާ ތިމަންމެންވެސް ފައިވާން ޖޯޑުތައް (ބާލާފައި) ބެހެއްޓީއެވެ."" ފަހެ، ރަސޫލާ ޞައްލަﷲ ޢަލައިހި ވަސައްލަމަ ޙަދީޘް ކުރެއްވިއެވެ. "" (ތިމަންކަލޭގެފާނު، ތިމަންކަލޭގެފާނުގެ ފައިވާން ޖޯޑުކޮޅު ބޭލީ) (ހަމަކަށަވަރުން) ޖިބްރީލްގެފާނު ވަޑައިގެން ތިމަންކަލޭގެފާނު ފައިވާން ޖޯޑުކޮޅުގައި ނަޖިހެއް އެބަހުރިކަމަށް ތިމަންކަލޭގެފާނަށް އެންގެވީމައެވެ.""... """,
سنن أبي داود,775,أعوذُ باللهِ السميعِ العليمِ من الشيطانِ الرجيمِ من هَمْزِهِ وَنَفْخِهِ وَنَفْثِهِ ثم يقرأُ,'ރަޙްމަތުން ބޭރު ކުރެވިގަންވާ ޝައިޠާނާގެ ނުބައި ކަމުން، ހުރިހާ ކަމެއް މޮޅަށް ދެނެވޮޑިގަންނަވާ އައްސަވާ ވޮޑިގަންނަވާ މާތްﷲ ގެ ރައްކާތެރިކަމަށް އެދެމެވެ. އެ ޝައިޠާނާގެ ސަބަބުން ވާ މޮޔަކަމާއި، އޭގެ ބޮޑާކަމާއި، އޭގެ ނުބައި ކިޔެވެލިފަތި ތަކުންނެވެ.'',
سنن أبي داود,1047,حَدَّثَنَا هَارُونُ بْنُ عَبْدِ اللهِ ، نَا حُسَيْنُ بْنُ عَلِيٍّ ، عَنْ عَبْدِ الرَّحْمَنِ بْنِ يَزِيدَ بْنِ جَابِرٍ ، عَنْ أَبِي الْأَشْعَثِ الصَّنْعَانِيِّ ، عَنْ أَوْسِ بْنِ أَوْسٍ ، قَالَ : قَالَ رَسُولُ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ : إِنَّ مِنْ أَفْضَلِ أَيَّامِكُمْ يَوْمَ الْجُمُعَةِ ، فِيهِ خُلِقَ آدَمُ وَفِيهِ قُبِضَ ، وَفِيهِ النَّفْخَةُ ، وَفِيهِ الصَّعْقَةُ ، فَأَكْثِرُوا عَلَيَّ مِنَ الصَّلَاةِ فِيهِ ، فَإِنَّ صَلَاتَكُمْ مَعْرُوضَةٌ عَلَيَّ ، قَالَ : قَالُوا : يَا رَسُولَ اللهِ : وَكَيْفَ تُعْرَضُ صَلَاتُنَا عَلَيْكَ ، وَقَدْ أَرِمْتَ ، قَالَ : يَقُولُونَ : بَلِيتَ ، فَقَالَ : إِنَّ اللهَ عَزَّ وَجَلَّ حَرَّمَ عَلَى الْأَرْضِ أَجْسَادَ الْأَنْبِيَاءِ .,އައުސް ބިން އައުސް ރިވާ ކުރެއްވިއެވެ: ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ”ހަމަކަށަވަރުން ތިޔަބައިމީހުންގެ ދުވަސްތަކުގެ ތެރެއިން އެންމެ ހެޔޮވެގެން ވަނީ ހުކުރު ދުވަހެވެ. އެ ދުވަހު އާދަމްގެފާނު ޚަލްގު ކުރެވުނެވެ. އަދި އެ ދުވަހު އެކަލޭގެފާނުގެ ފުރާނަފުޅު ހިއްޕެވުނެވެ. އަދި (ގިޔާމަތުގެ) ތާޅަފިލި ފުމެލެއްވޭނީ އެ ދުވަހުގައެވެ. ފަހެ އެ ދުވަހުގައި ތިޔަބައިމީހުން ތިމަން ނަބިއްޔާއަށް ސަލަވާތްލެއްވުން ގިނަ ކުރާށެވެ. އެހެނީ ހަމަކަށަވަރުން ތިޔަބައިމީހުންގެ ސަލަވާތް ތިމަން ނަބިއްޔާއަށް ހުށަހެޅިގެން ދާނެއެވެ.“ މީސްތަކުން ދެންނެވިއެވެ: އޭ ﷲ ގެ ރަސޫލާއެވެ. އިބަ ނަބިއްޔާގެ ހަށިކޮޅު ފަނާވެ ދިޔުމަށް ފަހު، ތިމަންމެންގެ ސަލަވާތް އިބަ ނަބިއްޔާއަށް ހުށަހެޅިގެން ދާނީ ކިހިނަކުންތޯއެވެ؟ ނަބިއްޔާ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ”ހަމަކަށަވަރުން ﷲ ޢައްޒަ ވަޖައްލަ ވަނީ ނަބިއްޔުންގެ ހަށިކޮޅުތައް (ފަނާކުރުން) ބިމަށް ހަރާމް ކުރައްވާފައެވެ.“,صححه الألباني في صحيح الترغيب والترهيب 1674
سنن أبي داود,1047,إِنَّ مِنْ أَفْضَلِ أَيَّامِكُمْ يَوْمَ الْجُمُعَةِ فِيهِ خُلِقَ آدَمُ وَفِيهِ قُبِضَ وَفِيهِ النَّفْخَةُ وَفِيهِ الصَّعْقَةُ فَأَكْثِرُوا عَلَىَّ مِنَ الصَّلاَةِ فِيهِ فَإِنَّ صَلاَتَكُمْ مَعْرُوضَةٌ عَلَىَّ,ހަމަކަށަވަރުން ތިޔަބައިމީހުންގެ ދުވަސްތަކުގެ ތެރެއިން އެންމެހެޔޮކަންބޮޑުވެގެންވާ ދުވަހަކީ ހުކުރު ދުވަހެވެ، ފަހެ އެހެންކަމުން އެދުވަހު ތިމަންކަލޭގެފާނަށް ޞަލަވާތްކިޔެވުން ތިޔަބައިމީހުން ގިނަ ކުރާށެވެ! ފަހެ ހަމަކަށަވަރުންތިޔަބައިމީހުންގެ ޞަލަވާތްތަށް ތިމަންކަލޭގެފާނަށް ހުށަހެޅިގެންދާނެއެވެ.,
سنن أبي داود,1048,يَوْمُ الجُمُعة ثِنْتَا عَشْرَةَ سَاعَةً ، لَا يُوجَدُ فِيهَا عَبْدٌ مُسْلِمٌ يَسْأَلُ اللهَ شَيْئاً إِلَّا آتَاهُ إِيَّاهُ ، فَالْتَمِسُوهَا آخِرَ سَاعَةٍ بَعْدَ العَصْر,ހުކުރު ދުވަހުގައި ބާރަ ސާޢަތްވެއެވެ. މުސްލިމު އަޅަކު އެވަގުތުގައި ﷲއަށް ދެންނެވިކަމެއް ނުދެއްވާ ދޫކޮށް ނުލައްވާނެތެވެ. ޢަޞްރުވަގުތުގެ ފަހުން އެންމެ ފަހު ސާޢަތުގައި ތިޔަބައިމީހުން އެވަގުތު ހޯދައިގަންނާށެވެ.,
سنن أبي داود,1052,حَدَّثَنَا مُسَدَّدٌ ، نَا يَحْيَى ، عَنْ مُحَمَّدِ بْنِ عَمْرٍو ، حَدَّثَنِي عَبِيدَةُ بْنُ سُفْيَانَ الْحَضْرَمِيُّ ، عَنْ أَبِي الْجَعْدِ الضَّمْرِيِّ وَكَانَتْ لَهُ صُحْبَةٌ ، أَنَّ رَسُولَ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ قَالَ : مَنْ تَرَكَ ثَلَاثَ جُمَعٍ تَهَاوُنًا بِهَا طَبَعَ اللهُ عَلَى قَلْبِهِ .,އަބުލް ޖަޢުދުލް ޟަމްރީ ރިވާ ކުރެއްވިއެވެ: ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރެއްވިއެވެ:”ފަރުވާ ކުޑަކޮށްގެން ތިން ހުކުރު އަޅައިފި މީހެއްގެ ހިތުގައި ﷲ ސިއްކަ ޖައްސަވާނެއެވެ.“,قال الألباني في صحيح الترغيب والترهيب 727: حسن صحيح
سنن أبي داود,1052,مَن ترَكَ ثلاثَ جُمَعٍ تهاوُنًا بها، طبَعَ اللهُ على قلبِه.,ފަރުވާކުޑަކަމާއެކު ތިން ހުކުރު އަޅައިފިމީހާ ދަންނައެވެ. ﷲ ތަޢާލާ އޭނާގެ ހިތުގައި ސިއްކަޖައްސަވާ ހުއްޓެވެ.,
سنن أبي داود,1091,"""لَمَّا اسْتَوَى رَسُولُ اللَّهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ يَوْمَ الْجُمُعَةِ، قَالَ: «اجْلِسُوا» ، فَسَمِعَ ذَلِكَ ابْنُ مَسْعُودٍ، فَجَلَسَ عَلَى بَابِ الْمَسْجِدِ، فَرَآهُ رَسُولُ اللَّهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ، فَقَالَ: «تَعَالَ يَا عَبْدَ اللَّهِ بْنَ مَسْعُودٍ»""","""ރަސޫލާ ޞައްލަﷲ ޢަލައިހި ވަސައްލަމަ ހުކުރު ދުވަހު (މިންބަރަށް) އަރަވަޑައިގެންހިނދު އެކަލޭގެފާނު ޙަދީޘްކުރެއްވިއެވެ. ""ތިޔަބައިމީހުން އިށީނދެ ތިބޭށެވެ!""(އެވަގުތު މިސްކިތަށް ވަދެވަޑައިގަންނަމުން އައި) ޢަބްދުﷲ ބުން މަސްޢޫދަށް މިބަސްފުޅު އިވިވަޑައިގަތުމާއިއެކު، އެކަލޭގެފާނު (އެހުންނެވިތަނުގައި) މިސްކިތުގެ ދޮރުމަތީގައި އިށީންދެވަޑައިގަތެވެ. ފަހެ، ރަސޫލާ ޞައްލަﷲ ޢަލައިހި ވަސައްލަމައަށް އެކަލޭގެފާނު ފެނިވަޑައިގެން ޙަދީޘްކުރެއްވިއެވެ. ""އޭ ޢަބްދުﷲ ބުން މަސްޢޫދެވެ.! ކުރިއަށް ވަޑައިގަންނަވާށެވެ.""",
سنن أبي داود,1269,عَنْ أَبِي هُرَيْرَةَ قَالَ : أَوْصَانِي خَلِيلِي صَلَّى اللَّه عَلَيْهِ وَسَلَّمَ بِثَلَاثٍ لَا أَدَعُهُنَّ فِي سَفَرٍ وَلَا حَضَرٍ رَكْعَتَيِ الضُّحَى وَصَوْمِ ثَلاثَةِ أَيَّامٍ مِنَ الشَّهْرِ وَأَنْ لَا أَنَامَ إِلَّا عَلَى وِتْرٍ .,"އަބޫ ހުރައިރާ ރަޟިޔަﷲ ޢަންހުގެ ވިދާޅުވިއެވެ. ""އަހުރެންގެ އެކުވެރިޔާ ޞައްލަﷲ ޢަލައިހި ވަސައްލަމަ، ދުނިޔޭގައި ހުރިހާ ހިނދަކު ތިންކަމެއް ދޫނުކުރުމަށް އަހުރެންނަށް ވަޞިއްޔަތް ކުރެއްވިއެވެ. އަހުރެން ދަތުރެއްގެ މަތީގައިވެސް އަދި ޙާޟިރުވެ ހުންނައިރުވެސް އެކަންކަން ދޫނުކުރާހުށީމެވެ. އެއީ، ޟުޙާ ނަމާދުގެ ދެރަކްޢަތް ކުރުމާއި، ކޮންމެ މަހަކު ތިން ދުވަހު ރޯދަހިފުމާއި، ވިތުރިކޮށްފައި ނޫނީ ނުނިދުމެވެ.""",
سنن أبي داود,1398,عَنْ عَبْدِ اللَّهِ بْنِ عَمْرِو بْنِ الْعَاصِ قَالَ قَالَ رَسُولُ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ مَنْ قَامَ بِعَشْرِ آيَاتٍ لَمْ يُكْتَبْ مِنْ الْغَافِلِينَ وَمَنْ قَامَ بِمِائَةِ آيَةٍ كُتِبَ مِنْ الْقَانِتِينَ وَمَنْ قَامَ بِأَلْفِ آيَةٍ كُتِبَ مِنْ الْمُقَنْطِرِينَ,"ޢަބްދު ﷲ ބިން ޢަމްރު ބިން އަލްޢާޞް ވިދާޅުވިކަމަށް ރިވާވެގެންވެއެވެ. ރަސޫލު ﷲ ﷺ ޙަދީޘްކުރެއްވިއެވެ: ”ރޭއަޅުކަމުގައި ދިހަ އާޔަތް ކިޔަވައިފި މީހާ، ޣާފިލުވި މީހުންގެ ތެރެއިން ނުލިޔުވޭހުއްޓެވެ. އަދި ރޭއަޅުކަމުގައި ސަތޭކަ އާޔަތް ކިޔަވައިފި މީހާ، ގާނިތުން (އެބަހީ: ކިޔަމަންތެރިކަމާއި އަޅުވެރިކަމުގައި ދެމިތިބޭ މީހުން) ގެ ތެރެއިން ލިޔެވޭހުއްޓެވެ. އަދި ރޭއަޅުކަމުގައި އެއް ހާސް އާޔަތް ކިޔަވައިފި މީހާ، މުގަންޠިރީން (އެބަހީ: ގިންޠާރުގެ މިންވަރަށް ގިނަގުނަ ސަވާބު ހޯދާ މީހުން) ގެ ތެރެއިން ލިޔެވޭހުއްޓެވެ.“
(ނޯޓު: ގިންޠާރަކީ ހަތްދިހަ ހާސް ދީނާރުކަމަށް ބުނެވެއެވެ.)",
سنن أبي داود,1469,لَيْسَ مِنَّا مَنْ لَمْ يَتَغَنَّ بِالْقُرْآنِ,ރިވެތިކޮށް ރާގުގައި ގުރުއާން ނުކިޔަވާ މީހާ ފަހެ އަހުރެމެންގެ ތެރެއިން ނުވެއެވެ.,
