bodyAR,bodyDV
وَأَسْأَلُ اللَّهَ عزَّ وجلَّ بِأَسْمَائِهِ الحُسْنَى، وَصِفَاتِهِ العُلَا أَنْ يَجْعَلَهُ خَالِصًَا لِوَجْهِهِ الكَرِيمِ، وَأَنْ يَنْفَعَنِي بِهِ فِي حَيَاتِي، وَبَعْدَ مَمَاتِي، وَأَنْ يَنْفَعَ بِهِ مَنْ قَرَأَهُ، أَوْ طَبَعَهُ، أَوْ كَانَ سَبَبًا فِي نَشْرِهِ؛ إِنَّهُ سُبْحَانَهُ وَلِيُّ ذَلِكَ، وَالقَادِرُ عَلَيْهِ.,އަދި އަހަރެން، ﷲ ޢައްޒަ ވަޖައްލަގެ ރިވެތިވެގެންވާ އިސްމުފުޅުތަކާއި، މަތިވެރިވެގެންވާ ޞިފަފުޅުތައް މެދުވެރިކޮށް އެއިލާހުގެ ޙަޟްރަތުން އެދެނީ: އެއިލާހުގެ މާތްވެގެންވާ ވަޖްހުފުޅަށް ޚާލިޞްވެގެންވާ ފޮތެއްކަމުގައި މި ފޮތް ލެއްވުމަށެވެ. އަދި އަހަރެން ދިރިހުއްޓާ އަދި މަރުވުމަށްފަހުވެސް އެއިން އަހަރެންނަށް ފައިދާކޮށްދެއްވާ، އަދި އެ ފޮތް ކިޔައިފި، ނުވަތަ ޗާޕުކޮށް، ނުވަތަ ފޮތް ފަތުރަން ސަބަބެއްކަމުގައިވި ކޮންމެ މީހަކަށް އެއިން މަންފާކޮށްދެއްވުމަށެވެ. ހަމަކަށަވަރުން އެއިލާހު ސުބްޙާނަހޫއީ އެކަމުގެ ވަލީވެރި ފަރާތެވެ. އަދި އެކަމަށް ކުޅަދުންވަންތަ ފަރާތެވެ.
وَصَلَّى اللَّهُ وَسَلَّمَ عَلَى نَبِيِّنَا مُحَمَّدٍ، وَعَلَى آلِهِ وَأَصْحَابِهِ، وَمَنْ تَبِعَهُمْ بِإِحْسَانٍ إِلَى يَوْمِ الدِّيْنِ,އަހަރުމެންގެ ނަބިއްޔާ މުޙައްމަދުގެފާނާއި، އެކަލޭގެފާނުގެ އާލުންނާއި އެކަލޭގެފާނުގެ ޞަޙާބީންނާއި، ޤިޔާމަތްދުވަހާ ހަމައަށް އިޙްސާންތެރިކަމާއެކު އެބޭކަލުންނަށް ތަބަޢަވީހާ ބަޔަކަށް ﷲ ޞަލަވާތާއި ސަލާމް ލައްވާށިއެވެ.
المؤلف,މުއައްލިފު
حرر في شهر صفر 1409هـ,ލިޔެ އެކުލަވާލީ ހިޖުރައިން 1409 ވަނަ އަހަރުގެ ޞަފަރު މަހުގައި
فَضْلُ الذِّكِر,ޛިކުރުކުރުމުގެ މާތްކަން
قَالَ اللَّهُ تَعَالَى:,الله ތަޢާލާ ވަޙީކުރެއްވިއެވެ:
﴿فَٱذۡكُرُونِيٓ أَذۡكُرۡكُمۡ وَٱشۡكُرُواْ لِي وَلَا تَكۡفُرُونِ 152﴾[2]،,"﴿فَٱذۡكُرُونِيٓ أَذۡكُرۡكُمۡ وَٱشۡكُرُواْ لِي وَلَا تَكۡفُرُونِ 152﴾
 މާނައީ: ""ފަހެ ތިޔަބައިމީހުން ތިމަންއިލާހު ހަނދުމަ ކުރާށެވެ! އޭރުން ތިމަންއިލާހު ތިޔަބައިމީހުން ހަނދުމަކުރައްވާ ހުށީމެވެ. އަދި ތިމަންއިލާހަށް ތިޔަބައިމީހުން ޝުކުރުކުރާށެވެ! އަދި ތިމަންއިލާހަށް ތިޔަބައިމީހުން ކާފަރު ނުވާށެވެ!"" [2]."
[2] سورة البقرة: 152 .,[2] އަލް-ބަޤަރާ ސޫރަތް: 152.
﴿يَٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُواْ ٱذۡكُرُواْ ٱللَّهَ ذِكۡرٗا كَثِيرٗا41﴾[3]،,"﴿يَٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُواْ ٱذۡكُرُواْ ٱللَّهَ ذِكۡرٗا كَثِيرٗا41﴾
 މާނައީ: ""އޭ އީމާންވެއްޖެ މީސްތަކުންނެވެ. ތިޔަބައިމީހުން ގިނަވެގެންވާ ހަނދުމަކުރުމަކުން ﷲ ހަނދުމަކޮށް ޛިކުރުކުރާށެވެ."" [3]."
[3] سورة الأحزاب: 41 .,[3] އަލް-އަޙްޒާބު ސޫރަތް: 41.
﴿...وَالذَّاكِرِينَ اللَّهَ كَثِيراً وَالذَّاكِرَاتِ أَعَدَّ اللَّهُ لَهُم مَّغْفِرَةً وَأَجْراً عَظِيماً﴾[4]،,"﴿...وَالذَّاكِرِينَ اللَّهَ كَثِيراً وَالذَّاكِرَاتِ أَعَدَّ اللَّهُ لَهُم مَّغْفِرَةً وَأَجْراً عَظِيماً﴾
 މާނައީ: ""....އަދި ގިނަގިނައިން ﷲ ހަނދުމަކޮށް ޛިކުރުކުރާ ފިރިހެނުންނާއި، ޛިކުރުކުރާ އަންހެނުންނާއި، އެ އެންމެންނަށް ޓަކައި ﷲ ފާފަ ފުއްސެވުމާއި، ބޮޑުވެގެންވާ ދަރުމަ ތައްޔާރު ކުރެއްވިއެވެ."" [4]."
[4] سورة الأحزاب: 35 .,[4] އަލް-އަޙްޒާބު ސޫރަތް: 35.
﴿وَٱذۡكُر رَّبَّكَ فِي نَفۡسِكَ تَضَرُّعٗا وَخِيفَةٗ وَدُونَ ٱلۡجَهۡرِ مِنَ ٱلۡقَوۡلِ بِٱلۡغُدُوِّ وَٱلۡأٓصَالِ وَلَا تَكُن مِّنَ ٱلۡغَٰفِلِينَ 205﴾[5]،,"﴿وَٱذۡكُر رَّبَّكَ فِي نَفۡسِكَ تَضَرُّعٗا وَخِيفَةٗ وَدُونَ ٱلۡجَهۡرِ مِنَ ٱلۡقَوۡلِ بِٱلۡغُدُوِّ وَٱلۡأٓصَالِ وَلَا تَكُن مِّنَ ٱلۡغَٰفِلِينَ 205﴾
 މާނައީ: ""އަދި މަޑުމޮޅިވެ، ބިރުވެތިވާ ހާލުގައި، އަދި ބަސްބުނުމުގެ ތެރެއިން އަޑުހަރުކުރުމަށްވުރެ މަޑުން، ހެނދުނާއި ހަވީރުގެ ވަޤުތު ތަކުގައި ކަލޭގެފާނުގެ ހިތްޕުޅުން ކަލޭގެފާނުގެ ރައްބު ހަނދުމަ ކުރައްވާށެވެ. އަދި ޣާފިލު ވެގެންވާ މީހުންގެ ތެރެއިން ކަލޭގެފާނު ވެވަޑައިނުގަންނަވާށެވެ."" [5]."
[5] سورة الأعراف: 205 .,[5] އަލް-އަޢުރާފު ސޫރަތް: 205.
وَقَالَ النَّبِيُّ ﷺ:,އަދި ނަބިއްޔާ ﷺ ޙަދީޘްކުރެއްވިއެވެ:
«مَثَلُ الَّذِي يَذْكُرُ رَبَّهُ، وَالَّذِي لَا يَذْكُرُ ربَّهُ، مَثَلُ الحَيِّ وَالمَيِّتِ»[6]،,“އެމީހަކުގެ ވެރި ރައްބު ހަނދުމަކުރާ މީހާއާއި، ވެރި ރައްބު ހަނދުމަނުކުރާ މީހާގެ މިޘާލަކީ ދިރިހުރި މީހަކާއި މަރުވެފައިވާ މީހެއްގެ މިޘާލެވެ.” [6]
[6] البخاري مع الفتح (11/208) برقم (6407)، ومسلم (1/539) برقم (779) بلفظ: «مَثَلُ البَيْتِ الذي يُذْكَرُ اللَّهُ فِيهِ، وَالبَيْتِ الذي لا يُذْكَرُ اللَّهُ فِيهِ، مَثَلُ الحَيِّ وَالمَيِّتِ».,"[6] ރިވާކުރެވިގެންވަނީ އަލް-ފަތުޙުއާއި އެކު އަލް-ބުޚާރީވާ ފޮތުގެ: 11/208 ގައި، ނަމްބަރު 6407 ގައި، އަދި މުސްލިމު 1/539 ގައި، ނަމްބަރު 779 ގައެވެ. އެއީ މި ލަފްޒުންނެވެ: ""އެ ގެޔެއްގައި ﷲ ހަނދުމަކުރެވި ޛިކުރުކުރެވޭ ގެޔަކާއި، ﷲ ގެ ޛިކުރު ނުކުރެވޭ ގެޔެއްގެ މިޘާލީ: ދިރިހުރި މީހަކާއި މަރުވެފައިވާ މީހެއްގެ މިޘާލެވެ."""
وَقَالَ النَّبِيُّ ﷺ:,އަދި ނަބިއްޔާ ﷺ ޙަދީޘްކުރެއްވިއެވެ:
«أَلَا أُنبِّئُكُم بِخَيْرِ أَعْمَالِكُمْ، وَأَزْكَاهَا عِنْدَ مَلِيكِكُمْ، وَأَرْفَعِهَا فِي دَرَجَاتِكُمْ، وَخَيْرٍ لَكُمْ مِنْ إِنْفَاقِ الذَّهَبِ وَالوَرِقِ، وَخَيْرٍ لَكُمْ مِنْ أَنْ تَلْقَوْا عَدُوَّكُمْ فَتَضْرِبُوا أَعْنَاقَهُمْ وَيَضْرِبُوا أَعْنَاقِكُم؟» قَالُوا بَلَى. «ذِكْرُ اللَّهِ تَعَالَى»[7]،,"""ދަންނާށެވެ! ތިޔަބައިމީހުންގެ ޢަމަލުތަކުން އެންމެ ހެޔޮވެގެންވާ، އަދި ތިޔަބައިމީހުންގެ ވެރި ރަސްކަލާނގެ ޙަޟްރަތުގައި އެންމެ ޠާޙިރުވެގެންވާ، އަދި ތިޔަބައިމީހުންގެ ދަރަޖަތަކުގައި އެންމެ މަތިވެރިވެގެންވާ، އަދި ރަނާއި ރިހި ހޭދަކުރުމަށްވުރެވެސް ތިޔަބައިމީހުންނަށް ހެޔޮވެގެންވާ، އަދި ތިޔަބައިމީހުންގެ ޢަދުއްވުންނާ ބައްދަލުވެ، ތިޔަބައިމީހުން އެމީހުންގެ ކަނދުރާތަކުގައި ޖަހާ ޤަތުލުކޮށް އަދި އެމީހުން ތިޔަބައިމީހުންގެ ކަނދުރާތަކުގައި ޖަހާ ޤަތުލުކުރުމަށްވުރެވެސް ތިޔަބައިމީހުންނަށް ހެޔޮވެގެންވާ ޢަމަލަކީ ކޮބައިކަން ތިމަންކަލޭގެފާނު ތިޔަބައިމީހުންނަށް ޚަބަރުދެއްވަންހެއްޔެވެ؟"" އެބޭކަލުން ދެންނެވިއެވެ: ""އާދޭހެވެ."" (ޙަދީޘްކުރެއްވިއެވެ) ""ﷲ ތަޢާލާގެ މަތިން ހަނދުމަކޮށް ޛިކުރުކުރުމެވެ."" [7]."
[7] الترمذي (5/459) برقم (3377)، وابن ماجه (2/124) برقم (3790)، وانظر: صحيح ابن ماجه (2/316)، وصحيح الترمذي (3/139).,[7] ރިވާކުރެއްވީ އައް-ތިރްމިޛީ 5/459 ގެ ނަމްބަރު 3377 ގައި، އަދި އިބްނު މާޖާ 2/124 ގެ ނަމްބަރު 3790 ގައެވެ. އަދި ޞަޙީޙު އިބްނު މާޖާ 2/316 އާއި، ޞަޙީޙު އައް-ތިރްމިޛީ 3/139 ބައްލަވާށެވެ.
وَقَالَ ﷺ :,އަދިވެސް އެކަލޭގެފާނު ﷺ ޙަދީޘް ކުރެއްވިއެވެ:
«يَقُولُ اللَّهُ تَعَالَى: أَنَا عِنْدَ ظَنِّ عَبْدِي بِي، وَأَنَا مَعَهُ إِذَا ذَكَرَنِي، فَإِنْ ذَكَرَنِي فِي نَفْسِهِ، ذَكَرْتُهُ فِي نَفْسِي، وَإِنْ ذَكَرَنِي فِي مَلَأٍ ، ذَكَرْتُهُ فِي مَلَأٍ خَيْرٍ مِنْهُمْ، وَإِنْ تَقَرَّبَ إِلَيَّ شِبْرًا، تَقَرَّبْتُ إِلَيْهِ ذِرَاعًا، وَإِنْ تَقَرَّبَ إِلَيَّ ذِرَاعًا، تَقَرَّبْتُ إِلَيْهِ بَاعًا، وَإِنْ أَتَانِي يَمْشِي أَتَيْتُهُ هَرْوَلَةً»[8]،,"""ﷲ ތަޢާލާ ވަޙީކުރައްވައެވެ: ""ތިމަންއިލާހު ވޮޑިގެންވަނީ ތިމަންއިލާހުގެ އަޅާ ތިމަންއިލާހާމެދުގައި ހީކުރާ ގޮތަށެވެ. އަދި އޭނާ ތިމަންއިލާހުގެ މަތިން ހަނދުމަކޮށް ޛިކުރުކޮށްފިނަމަ، ތިމަންއިލާހުވަނީ އޭނާއާ އެކުގައެވެ. ދެންފަހެ އޭނާގެ ނަފްސުގައި ތިމަންއިލާހުގެ މަތިން ހަނދުމަކޮށްފިނަމަ، ތިމަންއިލާހުގެ ނަފްސުފުޅުގައި އޭނާގެ މަތިން ހަނދުމަކުރައްވާނަމެވެ. ބަޔަކުމީހުންގެ ތެރޭގައި އޭނާ ތިމަންއިލާހު ހަނދުމަކޮށްފިނަމަ؛ އެމީހުންނަށްވުރެ މާ ހެޔޮވެގެންވާ ބަޔަކުގެ ތެރޭގައި ތިމަންއިލާހު އޭނާގެ މަތިން ހަނދުމަކުރައްވަމެވެ. އަދި އޭނާ ތިމަންއިލާހާ ކައިވަތެއްގެ މިންވަރު ކައިރިވެއްޖެނަމަ، ތިމަންއިލާހު އޭނާއާ މުށެއްގެ މިންވަރު ކުއްތަންވެވޮޑިގަންނަވަމެވެ. އަދި އޭނާ ތިމަންއިލާހާ މުށެއްހައިތަން ކައިރިވެއްޖެނަމަ؛ ތިމަންއިލާހު 'ބޮމަ' ނުވަތަ ބަމައެއްހައިތަން (ދެ އަތް ދެ ފަރާތަށް ދަމާލީމާ އެއް އަތުން އަނެއް އަތުކޮޅާ ހަމައަށް ހުނަން ދިގުމިން) ތިމަންއިލާހު އޭނާއާ ކުއްތަންވެވޮޑިގަންނަވަމެވެ. އަދި އޭނާ ތިމަންއިލާހުގެ ޙަޟްރަތަށް ހިނގާފައި އައިސްފިނަމަ، ތިމަންއިލާހު އަވަސްހިނގުމުގައި އޭނާގެ ގާތަށް ވަޑައިގަންނަވަމެވެ."" [8]."
[8] البخاري (8/171) برقم (7405)، ومسلم (4/2061) برقم (2675)، واللفظ للبخاري.,[8] ރިވާކުރެއްވީ އަލް-ބުޚާރީ 8/171 ގެ ނަމްބަރު 7405 ގައި، އަދި މުސްލިމް 4/2061 ގެ ނަމްބަރު 2675 ގައެވެ. އަދި މިއީ ބުޚާރީގެ ލަފްޒެވެ.
وَعَنْ عَبْدِ اللَّهِ بْنِ بُسْرٍ رضي الله عنه أَنَّ رَجُلاً قَالَ: يَا رَسُولَ اللَّهِ، إِنَّ شَرَائِعَ الإِسْلَامِ قَدْ كَثُرَتْ عَليَّ، فَأَخْبِرْنِي بِشَيْءٍ أَتَشَبَّثُ بِهِ. قَالَ:,"އަދި ޢަބްދު ﷲ ބްނު ބުސްރު رضي الله عنه ގެ އަރިހުން ރިވާވެގެންވާ ގޮތުގައި، މީހަކު ދެންނެވިއެވެ: ""އޭ ﷲ ގެ ރަސޫލެވެ! ހަމަކަށަވަރުން އިސްލާމްދީނުގެ ޝަރީޢަތްތައް (ޝަރުޢުކުރެވިގެންވާ ކަންކަން) އަހަރެންގެ މައްޗަށް ގިނަވެއްޖެއެވެ. ފަހެ އަހަރެން އޭގައި އެލިގެން ހިފަހައްޓަންވީ ކަމެއްގެ ޚަބަރުދެއްވާށެވެ."" ޙަދީޘްކުރެއްވިއެވެ:"
«لَا يَزَالُ لِسَانُكَ رَطْبًا مِنْ ذِكْرِ اللَّهِ»[9]،,"""ﷲ ހަނދުމަކޮށް ޛިކުރުކުމުގައި ތިބާގެ ދޫ ތެތްކޮށް ދަމަހައްޓާހުށިކަމެވެ."" [9]."
[9] الترمذي (5/458) برقم (3375)، وابن ماجه (2/1246) برقم (3793)، وصححه الألباني في: صحيح الترمذي (3/139)، وصحيح ابن ماجه (2/317).,[9] ރިވާކުރެއްވީ އައް-ތިރްމިޛީ 5/458 ގެ ނަމްބަރު 3375 ގައި، އަދި އިބްނު މާޖާ 2/1246 ގެ ނަމްބަރު 3793 ގައެވެ. އަދި ޞަޙީޙު އައް-ތިރްމީޛީގެ 3/139 ގައި، އަދި ޞަޙީޙު އިބްނު މާޖާގެ 2/317 ގައި އަލް-އަލްބާނީވަނީ އެ ޙަދީޘް ޞައްޙަކުރައްވާފައެވެ.
وَقَالَ ﷺ:,އަދިވެސް އެކަލޭގެފާނު ﷺ ޙަދީޘް ކުރެއްވިއެވެ:
«مَنْ قَرَأَ حَرْفًا مِنْ كِتَابِ اللَّهِ فَلَهُ بِهِ حَسَنَةٌ، وَالحَسَنَةُ بِعَشْرِ أَمْثَالِهَا، لَا أَقُولُ: ﴿الــم﴾ حَرْفٌ، وَلَكِنْ: أَلِفٌ حَرْفٌ، وَلَامٌ حَرْفٌ، وَمِيْمٌ حَرْفٌ»[10].,"""ﷲ ގެ ފޮތުން އަކުރެއް ކިޔައިފި މީހަކަށް، އޭގެ ސަބަބުން ފަހެ ހެޔޮކަމެއްވެއެވެ. އަދި ކޮންމެ ހެޔޮކަމެއް އޭގެ ދިހަ ގުނަހުއްޓެވެ. ތިމަންކަލޭގެފާނު ﴿ الم﴾ އަކީ އަކުރެއްކަމުގައި ވިދާޅުނުވަމެވެ. އެކަމަކު އަލިފަކީ އަކުރެކެވެ. ލާމަކީ އަކުރެކެވެ. އަދި މީމަކީ އަކުރެކެވެ."" [10]."
[10] الترمذي (5/75) برقم (2910)، وصححه الألباني: صحيح الترمذي (3/9)، وصحيح الجامع الصغير (5/340).,[10] ރިވާކުރެއްވީ އައް-ތިރްމިޛީ 5/75 ގެ ނަމްބަރު 2910 ގައެވެ. އަދި ޞަޙީޙުއް-ތިރްމިޛީ 9/3 ގައި، އަދި ޞަޙީޙުލް-ޖާމިޢުއް-ޞަޣީރު 5/340 ގައި އަލް-އަލްބާނީ އެ ޙަދީޘް ޞައްޙަކުރެއްވިއެވެ.
وَعَنْ عُقْبَةَ بْنِ عَامِرٍ رضي الله عنه قَالَ: خَرَجَ رَسُولُ اللَّهِ ﷺ وَنَحْنُ فِي الصُّفَّةِ، فَقَالَ:,"އަދި ޢުޤްބާ ބްނު ޢާމިރު رضي الله عنه ވިދާޅުވިކަމަށް ރިވާވެގެންވެއެވެ: އަހަރުމެން ""އައް-ޞުއްފާ"" ގައި ތިއްބާ، ﷲ ގެ ރަސޫލާ ﷺ ނިކުމެވަޑައިގެންނެވިއެވެ. އަދި ޙަދީޘްކުރެއްވިއެވެ:"
«أَيُّكُمْ يُحِبُّ أَنْ يَغْدُوَ كُلَّ يَوْمٍ إِلَى بُطْحَانَ، أَوْ إِلَى العَقِيقِ، فَيَأْتيَ مِنْهُ بِنَاقَتَيْنِ كَوْمَاوَيْنِ فِي غَيْرِ إِثْمٍ وَلَا قَطِيعَةِ رَحِمٍ؟»,"""ކޮންމެ ދުވަހަކު ހެނދުނާ (މަދީނާގެ ވާދީއެއްކަމުގައިވާ) ބުޠްޙާނަށް، ނުވަތަ ޢަޤީޤަށް ގޮސް، ދެން އެއްވެސް ފާފައެއް އަދި ރަޙިމުގެ ގުޅުން ކެނޑުމެއް ނުވާގޮތުގައި އެތަނުން، ގޮންގަނޑު ބޮޑު ދެ ޖަމަލު ހިފައިގެން އައުމަށް ލޯބިކުރަނީ ތިޔަބައިމީހުންކުރެ ކާކު ހެއްޔެވެ؟"""
فَقُلْنَا: يَا رَسُولَ اللَّهِ نُحِبُّ ذَلِكَ، قَالَ:,"ދެން އަހަރުމެން ދެންނެވީމެވެ: ""އޭ ﷲ ގެ ރަސޫލެވެ! އަހަރުމެން އެކަމަށް ލޯބިކުރަމެވެ."" ޙަދީޘްކުރެއްވިއެވެ:"
«أَفَلَا يَغْدُو أَحَدُكُمْ إِلَى المَسْجِدِ فَيَعْلَمَ، أَوْ يَقْرَأَ آيَتَيْنِ مِنْ كِتَابِ اللَّهِ عز وجل خَيْرٌ لَهُ مِنْ نَاقَتَيْنِ، وَثَلاثٌ خَيْرٌ لَهُ مِنْ ثَلَاثٍ، وَأَرْبَعٌ خَيْرٌ لَهُ مِنْ أَرْبَعٍ، وَمِنْ أَعْدَادِهِنَّ مِنَ الإِبِلِ»[11].,"""ފަހެ ތިޔަބައިމީހުންކުރެ މީހަކު މިސްކިތަށް ހެނދުނާ ގޮސް، ދެން ﷲ ޢައްޒަ ވަޖައްލަގެ ފޮތުން ދެ އާޔަތް ދެނެގަނެ ނުވަތަ ކިޔަވައި ނުލާނަން ހެެއްޔެވެ؟ (ފަހެ އެކަންތައް) ދެ ޖަމަލަށްވުރެ އޭނާއަށް މާ ހެޔޮވެގެންވެއެވެ. އަދި ތިން އާޔަތް، ތިން ޖަމަލަށްވުރެ، އަދި ހަތަރު އާޔަތް ހަތަރު ޖަމަލަށްވުރެ، އަދި (އެއަށްވުރެ ގިނަ އާޔަތް) އެ ޢަދަދަށްވާ ޖަމަލަށްވުރެ އޭނާއަށް ހެޔޮވެގެންވެއެވެ."" [11]."
[11] مسلم (1/553) برقم (803).,[11] ރިވާކުރެއްވީ މުސްލިމް 1/553 ގެ ނަމްބަރު 803 ގައެވެ.
وَقَالَﷺ:,އަދިވެސް އެކަލޭގެފާނު ﷺ ޙަދީޘްކުރެއްވިއެވެ:
