bodyAR,bodyDV
أمَّا بعدُ: فإنَّ الدِّماءَ الَّتي تُصِيبُ المرأةَ وهي الحَيْضُ والاسْتِحَاضَةُ والنِّفَاسُ، منَ الأمورِ المُهِمَّةِ الَّتي تدعو الحاجةُ إلى بيانِها ومعرِفةِ أحكامِها، وتَمْيِيزِ الخَطَأِ منَ الصَّوابِ مِن أقوالِ أهلِ العِلمِ فيها،,އެއަށްފަހު ދަންނައެވެ: ފަހެ ހަމަކަށަވަރުން އަންހެނުންނަށް ކުރިމަތިވާ ލޭ - އަދި އެއީ ޙައިޟު، ނިފާސާއި އިސްތިޙާޟާ -، އެއީ ބަޔާންކުރުމަށާއި އޭގެ ޙުކުމްތައް އެނގުމަށް ޙާޖަތްޖެހިގެންވާ، އަދި އެކަމާ ބެހޭ ގޮތުން ޢިލްމުވެރިން ވިދާޅުވެފައިވާ ބަސްތަކުން، އޭގެ ރަނގަޅު ގޮތާއި ނުބައި ގޮތް ދެނެގަނެ ވަކިކުރުމަށްވެސް ބޭނުންޖެހިގެންވާ މުހިއްމު ކަންތައްތަކުން ކުރެ ކަންތަކެކެވެ.
وأن يكونَ الاعتِمادُ فيما يُرَجَّح من ذلك أو يُضَعَّف على ضَوءِ ما جاءَ في الكِتابِ والسُّنة.,އަދި އެ ބަސްފުޅުތަކުން ރާޖިޙުކުރެވި ނުވަތަ ބަލިކަށިކުރުމުގައި ބަރޯސާވާންޖެހޭނީ، ޤުރްއާނާއި ސުންނަތުގައި އައިސްފައިވާ ކަންތަކުގެ އަލީގެ މައްޗަށެވެ.
1- لأنَّهما المَصدَرانِ الأسَاسِيانِ اللَّذان تُبنَى عليهِما أحكامُ اللَّهِ تعالى الَّتي تَعَبَّدَ بِها عِبادَه وكَلَّفَهُم بِها.,"1- އެހެނީ ﷲ ތަޢާލާ އެއިލާހުގެ އަޅުތަކުން އަޅުކަންކުރުމަށް ހަމަޖައްސަވާ، އަދި ތަކްލީފު ޖެއްސެވި އެއިލާހުގެ ޙުކުމްތައް އޭގެ މައްޗަށް ބިނާވާ ދެ އަސާސީ މަޞްދަރަކީ، އެދޭތި ކަމުގައިވާތީއެވެ.
(އެބަހީ: އަޅުކަން ކުރުމަށާއި އަދި އެއިން ތަކުލީފު ޖެހިގެންވާ، އެއިލާހުގެ ޙުކުމްތައް އޭގެ މައްޗަށް ބިނާވާ އަސާސީ ދެ މަޞްދަރަކީ: ކީރިތި ޤުރްއާނާއި މޫރިތި ސުންނަތް ކަމުގައެވެ.)"
2- ولأنَّ في الاعتمادِ على الكِتابِ والسُّنةِ طمأنينةَ القلبِ، وانشِراحَ الصَّدرِ، وطِيبَ النَّفْسِ، وبراءةَ الذِّمَّة.,2- އަދި އެހެނީ ޤުރްއާނާއި ސުންނަތުގެ މައްޗަށް ބަރޯސާވުމުގައި ވަނީ: ހިތަށް ހަމަޖެހުމާއި، މޭ ތަނަވަސްވުމާއި، ނަފްސު ހެޔޮވުމާއި އަދި ޒިއްމާ ބަރީއަވެ އަދާވުން ކަމުގައިވާތިއެވެ.
3- ولأنَّ ما عداهُما فإنَّما يُحتَجُّ لَه لا يُحتَجُّ بِه.,3- އަދި އެ ދެ މަޞްދަރު ފިޔަވައި ދެން ހުރި އެއްޗަކަށް ބަލާއިރު، ފަހެ އެ އެއްޗަކަށް ޖެހޭނީ ޙުއްޖަތް ހޯދާށެވެ. އެއެއްޗަކުން ޙުއްޖަތް ދެއްކޭނީކީއެއް ނޫނެވެ.
إذْ لا حُجَّةَ إلَّا في كلامِ اللَّهِ تعالى وكلامِ رسولهِ صلَّى الله عليه وسلَّم، وكذلكَ كلامِ أهلِ العِلمِ منَ الصَّحابةِ على القولِ الرَّاجحِ، بشرطِ أَلَّا يكونَ في الكِتابِ والسُّنةِ ما يُخالفُه،,އެހެނީ ﷲ ތަޢާލާގެ ބަސްފުޅުތަކާއި، އެއިލާހުގެ ރަސޫލު ﷺ ގެ ބަސްފުޅުތަކާއި، އަދި ހަމައެފަދައިން ރާޖިޙު ޤަޥްލުގެ މައްޗަށް ޞަޙާބީންގެ ތެރެއިންވާ ޢިލްމުގެ އަހުލުވެރި ބޭކަލުންގެ ބަސްފުޅުތަކުގައި މެނުވީ ޙުއްޖަތެއް ނުވެއެވެ. އެހެނަސް އެއީ ޤުރްއާނާއި ސުންނަތުގައި އެއާ ޚިލާފުވާ އެއްޗެއް ނުވުމުގެ ޝަރުޠުގެ މަތީންނެވެ.
وأَنْ لا يعارضَه قولُ صحابيٍّ آخرَ، فإِنْ كانَ في الكِتابِ والسُّنةِ ما يُخالفُه وجبَ الأخذُ بما في الكِتابِ والسُّنةِ،,އަދި އެހެން އެއްވެސް ޞަޙާބީއެއްގެ ބަސްފުޅު، އެ ބަސްފުޅަކާ ފުށޫނާރާނަމައެވެ. ދެންފަހެ ޤުރްއާނާއި ސުންނަތުގައި އެ ބަސްފުޅަކާ ޚިލާފުވާ އެއްޗެއްވާނަމަ، ވާޖިބުވެގެންވަނީ ޤުރްއާނާއި ސުންނަތުގައިވާ އެއްޗެއްގައި ހިފުމަށެވެ.
وإِنْ عارضَه قولُ صحابيٍّ آخرَ طُلِبَ الترجِيحُ بين القولينِ وأُخِذَ بالراجِحِ مِنها؛ لقولِه تعالى:,އަދި އެ ބަސްފުޅަކާ އެހެން ޞަޙާބީއެއްގެ ބަސްފުޅު ފުށޫއަރައިފިނަމަ؛ ދެ ޤަޥްލުގެ މެދުގައި ރާޖިޙުކުރެވި، އެއިން ރާޖިޙު ބަސް ނެގޭނެއެވެ. އެއީ ﷲ ތަޢާލާގެ ބަސްފުޅަށްޓަކައެވެ:
﴿...فَإِن تَنَٰزَعۡتُمۡ فِي شَيۡءٖ فَرُدُّوهُ إِلَى ٱللَّهِ وَٱلرَّسُولِ إِن كُنتُمۡ تُؤۡمِنُونَ بِٱللَّهِ وَٱلۡيَوۡمِ ٱلۡأٓخِرِۚ ذَٰلِكَ خَيۡرٞ وَأَحۡسَنُ تَأۡوِيلًا﴾,"﴿...فَإِن تَنَٰزَعۡتُمۡ فِي شَيۡءٖ فَرُدُّوهُ إِلَى ٱللَّهِ وَٱلرَّسُولِ إِن كُنتُمۡ تُؤۡمِنُونَ بِٱللَّهِ وَٱلۡيَوۡمِ ٱلۡأٓخِرِۚ ذَٰلِكَ خَيۡرٞ وَأَحۡسَنُ تَأۡوِيلًا﴾
 މާނައީ: ""...ފަހެ ކަމަކާމެދު ތިޔަބައިމީހުން ދެބަސްވެއްޖެނަމަ، ﷲ އާއި ރަސޫލުއަށް އެ ކަމެއް ރައްދުކުރާށެވެ. އެއީ ތިޔަބައިމީހުން ﷲ އާއި އާޚިރަތް ދުވަހަށް އީމާންވާ ކަމުގައި ވާނަމައެވެ. އެ ގޮތް ތިޔަބައިމީހުންނަށް ހެޔޮކަން ބޮޑެވެ. އަދި ނިމުމެއްގެ ގޮތުން ރީތިކަންވެސް ބޮޑުމެއެވެ."""
[النساء: 59].,[އައް-ނިސާއު: 59].
وهذه رِسالـةٌ مُوجَزةٌ فِيما تَدعُـو الحَاجَـةُ إليهِ مِن بيانِ هـذِهِ الدِّمـاءِ وأحكامِها، وتَشتَمِلُ على الفُصُولِ الآتيةِ:,އަދި މިއީ އަންހެނުންނަށް ކުރިމަތިވާ ލޭތަކާއި އޭގެ ޙުކުމްތަކުން ބަޔާންކުރުން ޙާޖަތްޖެހިގެންވާ ކަންކަމުގައި ލިޔެވިގެންވާ ކުރު ރިސާލާއެކެވެ. އަދި މި ރިސާލާ ހިމެނިފައިވަނީ އަންނަނިވި ފަޞްލުތަކުގެ މައްޗަށެވެ:
·الفصلُ الأوَّلُ: في مَعنى الحَيضِ وحِكمتِهِ.,ފުރަތަމަ ފަޞްލު: ޙައިޟުގެ މާނައާއި އޭގެ ޙިކުމަތް.
·الفصلُ الثانِي: في زمَنِ الحَيضِ ومُدَّتِهِ.,ދެވަނަ ފަޞްލު: ޙައިޟުގެ ދުވަސްވަރާއި އޭގެ މުއްދަތު.
·الفصلُ الثالِثُ: في الطَّوارِئِ على الحَيضِ.,ތިންވަނަ ފަޞްލު: ޙައިޟުވުމުގެ މައްޗަށް ދިމާވާ އެކިއެކި ކަންކަން.
·الفصلُ الرابِعُ: في أحكامِ الحَيضِ.,ހަތަރުވަނަ ފަޞްލު: ޙައިޟާ ބެހޭ ޙުކުމްތައް.
·الفصلُ الخامِسُ: في الاسْتِحَاضَةِ وأحكامِها.,ފަސްވަނަ ފަޞްލު: އިސްތިޙާޟާއާއި އޭގެ ޙުކުމްތައް.
·الفصلُ السادِسُ: في النِّفَاسِ وأحكامِهِ.,ހަވަނަ ފަޞްލު: ނިފާސް އަދި އޭގެ ޙުކުމްތައް.
·الفصلُ السابِعُ: في استِعمالِ ما يَمنعُ الحَيضَ أو يَجلِبُه، وما يَمنَعُ الحَملَ أو يُسقِطُهُ.,ހަތްވަނަ ފަޞްލު: ޙައިޟުވުން މަނާކުރާ ނުވަތަ ޙައިޟުކުރުވާ އެގެންނަ ތަކެއްޗާއި، އަދި ބަލިވެއިނުން މަނާކުރާ ނުވަތަ ދަރިވައްޓާލާ ތަކެތި ބޭނުންކުރުން.
الفصلُ الأوَّلُ: في معنَى الحَيضِ وحِكمتِهِ,ފުރަތަމަ ފަޞްލު: ޙައިޟުގެ މާނައާއި އޭގެ ޙިކުމަތް
الحَيضُ لُغَةً: سَيَلانُ الشَّيءِ وجَرَيانُهُ.,ލުޣަވީ (ބަހުގެ) ގޮތުން ޙައިޟަކީ: ދިޔާ އެއްޗެއް ދުވެ ދައުރުވުމާއި ދެމިގެން ދިޔުމެވެ.
وفي الشَّرْعِ: دَمٌ يَحدُثُ للُأنثى بمُقتَضى الطَّبِيعَةِ بِدونِ سَبَبٍ في أوقاتٍ مَعلومَةٍ، فَهو دَمٌ طَبِيعِيٌّ لَيسَ لَه مِن مَرَضٍ أو جُرحٍ أو سُقوطٍ أو وِلادةٍ. وبِما أنَّه دَمٌ طَبِيعِيٌّ فإنَّه يختلفُ بِحَسَبِ حالِ الُأنثى وبيئتِها وجَوِّها؛ ولذلِكَ تختلِفُ فيه النساءُ اختِلافًا مُتَبَايِنًا ظاهِرًا.,އަދި ޝަރުޢީގޮތުން ޙައިޟަކީ: އެއީ އަންހެނެއްގެ ކިބައިން ޠަބީޢީ ގޮތުން، ސަބަބެއް ނެތިވެ، އެނގިގެންވާ ވަކި ވަޤުތުތަކެއްގައި އަންނަ ލެޔެކެވެ. ފަހެ އެއީ އެއްވެސް ބައްޔެއް ނުވަތަ ޒަޚަމެއް ނުވަތަ ވެއްޓިގެން އަނިޔާއެއް ނުވަތަ ދަރިވިހެއުމެއް ނެތިވެ އަންނަ ޠަބީޢީ ލެޔެކެވެ. އަދި އެއީ ޠަބީޢީ ލެޔެއް ކަމުން، އަންހެނާގެ ޙާލަތާއި ވެށްޓާއި އަދި މާޙައުލުގެ ތަފާތުން އެ ލޭވެސް ތަފާތުވެއެވެ. އަދި އެހެންކަމުން، އެކަމުގައި، އަންހެނުން މެދުގައި، ފާޅުކަން ބޮޑު ބަޔާންވެގެންވާ ތަފާތަކުން ތަފާތުވެގެންވެއެވެ.
والحِكمةُ فيه: أنَّه لمَّا كانَ الجَنينُ في بطنِ أمِّه لا يُمكِنُ أَنْ يَتغذَّى بِما يَتغذَّى به مَن كان خارجَ البطنِ، وَلا يُمكِنُ لَأرحمِ الخلقِ به أَنْ يُوْصِلَ إليه شيئًا مِنَ الغِذَاءِ، حِينئِذٍ جعَلَ اللَّهُ تعالى في الأُنثى إفرازاتٍ دمويةً يَتغذَّى بها الجَنينُ في بطنِ أُمِّه بِدون الحاجةِ إلى أكلٍ وهضمٍ، تنفذُ إلى جِسمِهِ مِن طَريقِ السُّرَّةِ حيثُ يتخلَّلُ الدَّمُ عُرُوقَه فيتغذَّى بِه، فتبارَكَ اللَّهُ أحسَنُ الخالِقِينَ.,އަދި އޭގެ ފަހަތުގައިވާ ޙިކުމަތަކީ: ދަރިފުޅު މަންމަގެ ބަނޑުގައި އޮންނައިރު، ބަނޑުގެ ބޭރުގައިވާ މީހަކަށް ކާނާ ލިބޭ ފަދައިން އެ ދަރިފުޅަށް ކާނާ ނުލިބެއެވެ. އަދި ޚަލްޤުތަކުންގެ ތެރެއިން އެ ކުއްޖާއާ އެންމެ ރަޙުމްކުރުން ބޮޑު މީހަކަށްވެސް، ކާނާގެ އެއްވެސް މިންވަރެއް އެކުއްޖަކަށް ފޯރުކޮށްދިނުމަކީ ކުރެވޭނެ ކަމެއް ނޫނެވެ. އެހިނދުން ދަރިފުޅުގެ މަންމަގެ ބަނޑުގައި އޮންނައިރު، ކެއުމައް އަދި ހަޖަމުކުރުމައް ޙާޖަތެއް ނެތިވެ އެކަންކަމަށް ބޭނުމެއް ނުވާ ގޮތަށް، އެއަކުން ކާނާ ލިބޭނެގޮތަށް އަންނަ ލޭގެ ބައިތަކެއް ﷲ ތަޢާލާ ލެއްވިއެވެ. އެލެޔެއް އެކުއްޖާގެ ހަށިގަނޑަށް ފޫޅުގެ ތެރެއިން ލާފައި ގޮސް ނާރުތަކަށް ވަދެ، ފަހެ އެއިން ކާނާ ލިއްބައިދެއެވެ. ފަހެ، އެންމެ ފުރިހަމައަށް ރިވެތިކޮށް ޚަލްޤުތައް ޚަލްޤުކުރައްވާ ހައްދަވާ اللَّه، ބަރަކާތްތެރިވެގެންވެއެވެ.
فهذه هيَ الحِكمةُ في هذا الحَيضِ؛ ولذلِكَ إذا حَمَلَتِ المرأةُ انقطَعَ الحَيضُ عنها، فلا تَحِيضُ إلَّا نادِرًا، وكذلِكَ المَراضِعُ يقِلُّ مَن تَحِيضُ مِنهُنَّ لا سِيَّما في أوَّلِ زَمَنِ الإِرضاعِ.,ފަހެ މިއީ މި ޙައިޟުވުމުގައިވާ ޙިކުމަތެވެ. އަދި އެހެންވުމުން އަންހެނަކު ބަލިވެއިނދެއްޖެނަމަ، އެކަނބުލޭގެ ފުށުން ޙައިޟު މެދުކެނޑެއެވެ. ފަހެ ނާދިރު މަދު ގޮތެއްގައި ނޫނީ (ބަލިވެއިނދެ) ޙައިޟު ނުވެއެވެ. އަދި ހަމައެފަދައިން، ގާތުން ކިރުދޭ އަންހެނުންނަށް ވެސް ޙައިޟުވެ މައްސަރު ކަންތައް ދިމާވުން މަދުވެގެންވެއެވެ. ވަކީން ޚާއްޞަކޮށް ގާތުން ކިރުދޭ ފުރަތަމަ ދުވަސްކޮޅުގައެވެ.
الفصلُ الثاني: في زمَنِ الحَيضِ ومُدَّتِه,ދެވަނަ ފަޞްލު: ޙައިޟުގެ ދުވަސްވަރާއި މުއްދަތު
الكلامُ في هذا الفَصلِ في مَقامَين:,މި ފަޞްލުގައި ވާހަކަދެއްކުންވަނީ ދެ މަޤާމެއްގައެވެ:
المَقامُ الأوَّلُ: في السِّنِّ الَّذي يَأتي فيه الحَيضُ.,ފުރަތަމަ މަޤާމަކީ: ޙައިޟުވުން އަތުވެގަންނަ ޢުމުރުފުރައެވެ.
المَقامُ الثانِي: في مُدَّةِ الحَيضِ.,ދެވަނަ މަޤާމަކީ: ޙައިޟުގެ މުއްދަތެވެ.
فأمَّا المَقامُ الأوَّلُ: فالسِّنُّ الَّذي يغلبُ فيه الحَيضُ هو ما بينَ اثنتَيْ عشرةَ سَنةً إلى خَمسينَ سَنةً، ورُبَّما حاضَتِ الُأنثى قبلَ ذلكَ أو بعدَه بحسبِ حالِها وبيئتِها وجوِّها.,ދެންފަހެ ފުރަތަމަ މަޤާމަށް ބަލާއިރު: ފަހެ ޣާލިބު ގޮތެއްގައި (ޢާއްމުކޮށް) މައްސަރު ކަންތައް ދިމާވާ ޢުމުރަކީ، ބާރަ އަހަރާއި ފަންސާސް އަހަރާ ދެމެދުގެ ޢުމުރުގައެވެ. އަދި ފަހަރެއްގައި އަންހެން މީހާގެ ޙާލަތާއި ވެށްޓާއި އަދި މާޙައުލުގެ ގޮތުން، އޭގެ ކުރިން ނުވަތަ އޭގެ ފަހުންވެސް ޙައިޟުވެ މައްސަރު ކަންތައް ކުރިމަތިވުމަކީ ވެދާނެ ކަމެކެވެ.
وقَدِ اختلَفَ العُلماءُ رَحِمَهُم الله: هَلْ للسِّنِّ الَّذي يتأتَّى فيه الحَيضُ حَدٌّ مُعيَّنٌ بحيثُ لا تحِيضُ الُأنثى قَبلَه ولا بَعدَه، وأَنَّ ما يأتيها قَبلَه أو بَعدَه فهوَ دَمُ فَسادٍ لا حَيضٍ؟,އަދި ޢިލްމުވެރިން رحمهم الله އިޚްތިލާފުވެގެންވެއެވެ: އެއީ ގައިމު އަންހެނާ، އޭގެ ކުރިން އަދި އޭގެ ފަހުން ޙައިޟުނުވާ ގޮތަށް ކަނޑައެޅިގެންވާ ވަކި ޢުމުރުފުރައެއް ވޭތޯއާ މެދުގައެވެ؟ އަދި އެ ޢުމުރުގެ ކުރިން ނުވަތަ ފަހުން އަންނަ ލެޔަކީ، ޙައިޟު ކަމުގައި ނުވާ ފާސިދު ލޭކަމުގައިވޭތޯ ބެލުމަށް ވަކި ޢުމުރުފުރައެއް ވޭތޯއާ މެދުގައި (ޢިލްމުވެރިން رحمهم الله ޚިލާފުވެގެންވެއެވެ.)
اختلَفَ العُلماءُ في ذلك؛ قالَ الدََارميُّ -بعدَ أن ذَكَرَ الاختِلافاتِ-: كُلُّ هذا عنِدي خَطَأٌ! لأنَّ المرجِعَ في جميعِ ذلكَ إلى الوجودِ، فأيُّ قدْرٍ وُجِدَ في أيِّ حالٍ وسِنٍّ وجَبَ جَعلُهُ حَيضًا. واللَّهُ أعلَمُ [1].,އެކަމުގައި ޢިލްމުވެރިން އިޚްތިލާފުވެގެންވެއެވެ. އެ އިޚްތިލާފުތައް ޛިކުރުކުރެއްވުމަށް ފަހުގައި އައް-ދާރިމީ ވިދާޅުވިއެވެ: މި ހުރިހާ ބަހެއްވެސް އަހަރެންގެ ގާތުގައި ގޯހެވެ! އެހެނީ އެ ހުރިހާ ކަމެއްގައިވެސް ރުޖޫޢަވާން ޖެހެނީ ވުޖޫދަށެވެ. ފަހެ އެގޮތުން ކޮންމެ ޙާލަތެއްގައިވެސް އަދި ކޮންމެ ޢުމުރުފުރައެއްގައިވެސް ކޮންމެ މިންވަރަކަށްވެސް އަންނަ ލެޔެއް ޙައިޟުކަމުގައި ބަލަން ޖެހެއެވެ. އަދި އެންމެ މޮޅަށް ދެނެވޮޑިގެންވަނީ ﷲ އެވެ.[1]
[1] أحكام المتحيرة في الحيض، للدارمي (ص:17).,[1] އަޙްކާމުލް-މުތަޙައްޔިރާ ފިލް-ޙައިޟި، އައް-ދާރިމީ (ޞ: 17).
وهذا الَّذي قالَهُ الدَّارميُّ هو الصوابُ، وهو اختيارُ شيخِ الإسلامِ ابنِ تيميَّةَ [2]، فمتَى رأتِ الُأنثَى الحَيضَ فهيَ حائِضٌ، وإِنْ كانت دُونَ تِسعِ سِنينَ أو فَوق خَمسينَ،,އަދި އައް-ދާރިމީ ވިދާޅުވެފައިވާ މި ބަސްފުޅަކީ، ރަނގަޅު ތެދު ބަހެވެ. އަދި މިއީ ޝައިޚުލް-އިސްލާމް އިބްނު ތައިމިއްޔާގެވެސް އިޚްތިޔާރެވެ.[2] ފަހެ އެގޮތުން އަންހެނާއަށް ޙައިޟުގެ ލޭ ފެނިއްޖެ ކޮންމެ ހިނދެއްގައިމެ، އޭނާ އެހުރީ ޙައިޟުވެފައެވެ. އޭނާ ނުވަ އަހަރަށްވުރެ ޢުމުރު ހަގުވިޔަސް ނުވަތަ ފަންސާސް އަހަރަށްވުރެ ދޮށިވިޔަސްމެއެވެ.
وذلِكَ لأنَّ أحكامَ الحيضِ علَّقَها الله ورسولُه على وُجودِه، ولم يُحدِّدِ الله ورَسولُه لذلكَ سِنًّا معيَّنًا، فوجَبَ الرجوعُ فيه إلى الوجودِ الَّذي عُلِّقتِ الأحكامُ عليه، وتحديدُه بِسِنٍّ معيَّنٍ يحتاجُ إلى دليلٍ مِنَ الكِتابِ أو السُّنةِ ولا دليلَ في ذلك.,އެހެނީ ﷲ އާއި އެއިލާހުގެ ރަސޫލު، ޙައިޟުގެ ޙުކުމްތައް ގުޅުވާލައްވާފައިވަނީ ޙައިޟު ވުޖޫދުވުމުގެ މައްޗަށެވެ. އަދި ﷲ އާއި އެއިލާހުގެ ރަސޫލު، އެކަމަށް މުޢައްޔަނު ވަކި ޢުމުރެއް ކަނޑައަޅުއްވާފައި ނުވެއެވެ. ފަހެ އެހެންކަމުން އެކަމުގައި ރުޖޫޢަވާން ޖެހޭނީ، ޙުކުމްތައް އެއާ ގުޅިފައިވާ ވުޖޫވުމަށެވެ. އަދި މުޢައްޔަނު ވަކި ޢުމުރެއް އެކަމަށް ކަނޑައެޅުމަކީ، ޤުރްއާނުން ނުވަތަ ސުންނަތުން ދަލީލެއް ބޭނުންވާނޭ ކަމެކެވެ. އަދި އެކަމަށް އެއްވެސް ދަލީލެއް ނެތެވެ.
وأمَّا المَقامُ الثاني وهو مُدَّةُ الحَيضِ، أي: مِقدارُ زمَنِه.,ދެންފަހެ ދެވަނަ މަޤާމަކީ އެއީ: ޙައިޟުގެ މުއްދަތެވެ. އެބަހީ: ޙައިޟުވުން ދެމިގެންދާ ޒަމާނެވެ.
فقدِ اختلَفَ فيه العُلماءُ اختلافًا كبيرًا على نحوِ سِتَّةِ أقوالٍ أو سَبعَةٍ. قالَ ابنُ المُنذرِ رَحِمَهُ الله: وقالَت طائفةٌ: ليسَ لَأِقَـلِّ الحَيضِ ولا لََأِكثَرِهِ حَدٌّ بالأيَّامِ[3].,ފަހެ އެކަމުގައި ގައިމު ޢިލްމުވެރިންވަނީ ވަރަށް ބޮޑަށް އިޚްތިލާފުވެގެންނެވެ. އެއީ ހައެއް ނުވަތަ ހަތް ޤަޥްލެއްގެ މައްޗަށެވެ. އިބްނުލް-މުންޛިރު رحمه الله ވިދާޅުވިއެވެ: އަދި ބައެއް މީހުންގެ ޖަމާޢަތެއް ބުންޏެވެ: ޙައިޟުވުމުގެ ދުވަސްތަކުގެ ވަކި މަދުމިނެއް އަދި ވަކި ގިނަ މިނަކަށްވެސް ޙައްދެއް ނުވެއެވެ.[3]
قُلتُ: وهذا القولُ كقولِ الدَّارميِّ السابِقِ وهو اختيارُ شيخِ الإسلامِ ابنِ تيميَّةَ، وهوَ الصوابُ؛ لأنَّه يدُلُّ عليه الكِتابُ والسُّنةُ والاعتِبارُ.,އަހަރެން ބުނަމެވެ: އަދި މި ބަސްފުޅަކީ އައް-ދާރިމީގެ އިސްވެދިޔަ ބަސްފުޅާ އެއްކަހަލަ ބަސްފުޅެކެވެ. އަދި އެއީ ޝެއިޚުލް-އިސްލާމް އިބްނު ތައިމިއްޔާގެވެސް އިޚްތިޔާރެވެ. އަދި ރަނގަޅު ހެޔޮ ބަހަކީ އެއެވެ. އެހެނީ ޤުރްއާނާއި ސުންނަތާއި އިޢުތިބާރުކޮށް (ޤިޔާސްކޮށް ވިސްނުމުން) އެކަމުގެ މައްޗަށް ދަލީލުކުރާތީއެވެ.
فالدليلُ الأوَّلُ: قولُه تعالى:,ފަހެ އެގޮތުން ފުރަތަމަ ދަލީލަކީ: ﷲ ތަޢާލާގެ މި ބަސްފުޅެވެ:
