bodyAR,bodyDV
﴿...وَمَا النَّصْرُ إِلَّا مِنْ عِنْدِ اللَّهِ الْعَزِيزِ الْحَكِيمِ﴾,(...ޢަޒީޒުވަންތަ، ޙަކީމްވަންތަ، ﷲ ގެ ޙަޟްރަތުން މެނުވީ، ނަޞްރު ލިބުމެއް ނުވެއެވެ.)
[آل عمران: 126]،,[އާލް ޢިމްރާން: 126]
وقال جل جلاله:,އަދި އެކަލާނގެ -ޖައްލަ ޖަލާލުހޫ- ވަޙީކުރެއްވިއެވެ:
﴿إِنْ يَنْصُرْكُمُ اللَّهُ فَلَا غَالِبَ لَكُمْ وَإِنْ يَخْذُلْكُمْ فَمَنْ ذَا الَّذِي يَنْصُرُكُمْ مِنْ بَعْدِهِ...﴾,(ﷲ، ތިޔަބައިމީހުންނަށް ނަޞްރު ދެއްވާނަމަ، ފަހެ ތިޔަބައިމީހުން ބަލިކުރެވޭނޭ އެއްވެސް ފަރާތެއް ނުވެއެވެ. އަދި އެއިލާހު ތިޔަބައިމީހުންނަށް ނަޞްރު ނުދެއްވައިފިނަމަ، އެއަށްފަހު ތިޔަބައިމީހުންނަށް ނަޞްރު ދޭނީ ފަހެ ކާކު ހެއްޔެވެ!...)
[آل عمران: 160].,[އާލް ޢިމްރާން: 160]
وهذا العمل من الدعاء والاستغاثة هو: صرفٌ لنوع من أنواع العبادة لغير الله تعالى؛,މި ޢަމަލަކީ ދުޢާކޮށް ވާތްގަށް އެދުމުގެ ތެރެއިންވާ ކަމެކެވެ. (އަދި) އެއީ: އަޅުކަމުގެ ވައްތަރުތަކުން ވައްތަރެއް ﷲ ތަޢާލާ ފިޔަވައި އެހެން ފަރާތަކަށް އަނބުރާލުމެވެ.
وقد عُلم بالنص والإجماع: أن ذلك لا يجوز، وأن الله ـ سبحانه ـ خلقَ الخلقَ ليعبدوه، وأرسل الرسلَ وأنزل الكتب لبيان تلك العبادة والدعوة إليها، كما قال سبحانه:,ނައްޞުންނާއި އިޖްމާޢުން އެނގިގެންވަނީ: އެކަން ހުއްދަވެގެން ނުވާނޭކަމާއި، އަދި ﷲ ސުބްޙާނަހޫ ޚަލްޤުތަކުން އުފެއްދެވީ އެމީހުން އެކަލާނގެއަށް އަޅުކަންކުރަންކަމާއި، އަދި އެކަލާނގެ ރަސޫލުން ފޮނުއްވާ، ފޮތްތައް ބާވައިލެއްވީ އެ އަޅުކަން ބަޔާންކުރައްވާ، އަދި އެކަމަށް ދަޢުވަތުދެއްވުމަށްކަމެވެ. އެއީ އެކަލާނގެ ވަޙީކުރެއްވި ފަދައިންނެވެ:
﴿وَمَا خَلَقْتُ الْجِنَّ وَالْإِنْسَ إِلَّا لِيَعْبُدُونِ56﴾,(ތިމަން އިލާހަށް (އެއްކައުވަންތަކޮށް) އަޅުކަންކުރުމަށް މެނުވީ، ތިމަން އިލާހު ޖިންނީންނާއި، އިންސީން ނަހައްދަވަމެވެ.)
[الذاريات: 56]،,[އައްޛާރިޔާތު: 56]
وقال تعالى:,އަދިވެސް އެކަލާނގެ ވަޙީކުރެއްވިއެވެ:
﴿وَلَقَدْ بَعَثْنَا فِي كُلِّ أُمَّةٍ رَسُولًا أَنِ اُعْبُدُوا اللَّهَ وَاجْتَنِبُوا الطَّاغُوتَ...﴾,(ހަމަކަށަވަރުން، ތިމަންއިލާހު ކޮންމެ އުއްމަތެއްގައި ރަސޫލަކު ފޮނުއްވީމެވެ. އެއީ، ތިޔަބައިމީހުން اللَّه އަށް އަޅުކަންކުރުމަށާއި، ޠާޣޫތުންނާ އެއްކިބާވުމަށް އެންގެވުމަށެވެ...)
[النحل: 36]،,[އައްނަޙްލު: 36]
وقال تعالى:,އަދިވެސް ﷲ ތަޢާލާ ވަޙީކުރެއްވިއެވެ:
﴿وَمَا أَرْسَلْنَا مِنْ قَبْلِكَ مِنْ رَسُولٍ إِلَّا نُوحِي إِلَيْهِ أَنَّهُ لَا إِلَهَ إِلَّا أَنَا فَاعْبُدُونِ 25﴾,(ހަމަކަށަވަރުން، ތިމަންއިލާހު މެނުވީ (ޙައްޤުވެގެން އަޅުކަންވެވޭ) އިލާހަކު ނުވާކަމަށް އެބޭކަލަކަށް ވަޙީނުކުރައްވާ އެއްވެސް ރަސޫލަކު، ކަލޭގެފާނުގެ ކުރިންވެސް ތިމަންއިލާހު ނުފޮނުއްވަމެވެ. ފަހެ، ތިޔަބައިމީހުން (ހަމައެކަނި) ތިމަންއިލާހަށް އަޅުކަން ކުރާށެވެ!)
[الأنبياء: 25]،,[އަލްއަންބިޔާއު: 25]
وقال جل جلاله:,އަދިވެސް އެކަލާނގެ -ޖައްލަ ޖަލާލުހޫ- ވަޙީކުރެއްވިއެވެ:
﴿الر كِتَابٌ أُحْكِمَتْ آيَاتُهُ ثُمَّ فُصِّلَتْ مِنْ لَدُنْ حَكِيمٍ خَبِيرٍ1﴾,(ا ل ر .(މިއީ) ފޮތެކެވެ. އެ ފޮތުގެ އާޔަތްތައް ފުރިހަމަކުރެވި، ދެން ޙިކްމަތްވަންތަ، ޚަބަރު ލިބިވޮޑިގެންވާ ފަރާތެއްގެ ޙަޟްރަތުން ތަފްޞީލުކުރެވިފައިވެއެވެ.
﴿أَلَّا تَعْبُدُوا إِلَّا اللَّهَ إِنَّنِي لَكُمْ مِنْهُ نَذِيرٌ وَبَشِيرٌ2﴾,(އެއީ) ތިޔަބައިމީހުން اللَّه އަށް މެނުވީ، އަޅުކަން ނުކުރުމަށެވެ. ހަމަކަށަވަރުން، ތިމަންކަލޭގެފާނީ، އެކަލާނގެ ޙަޟްރަތުން ތިޔަބައިމީހުންނަށްވާ އިންޛާރުދޭ އަދި ހެޔޮ ޚަބަރުދޭ މީހެކެވެ.)
[هود: 1، 2].,[ހޫދު: 1-2]
فأوضح تعالى في هذه الآيات المحكَمات أنه لم يَخلق الثقلين إلا ليعبدوه وحده، لا شريك له، وبيَّن أنه أرسل الرسل عليهم الصلاة والسلام للأمر بهذه العبادة، والنهي عن ضدها، وأخبر عز ولجل أنه أحكمَ آيات كتابه وفصَّلها لئلا يُعبد غيره سبحانه.,ފަހެ ﷲ ތަޢާލާ މި މުޙްކަމު ފުރިހަމަ އާޔަތްތަކުގައި ބަޔާންކުރައްވާފައި އެވަނީ: އެކަލާނގެއަށް އެއްވެސް ޝަރީކަކު ނުލާ އެކަލާނގެއަށް އެކަނި އަޅުކަންކުރުމަށް މެނުވީ އެކަލާނގެ ޖިންނީންނާއި އިންސީން ނުއުފައްދަވާކަމެވެ. އަދި އެކަލާނގެ ރަސޫލުން عليهم الصلاة والسلام ފޮނުއްވީ މި އަޅުކަމަށް އަމުރުކުރައްވާ، އަދި އޭގެ އިދިކޮޅު ނަހީކުރެއްވުމަށް ކަމުގައި ބަޔާންކުރެއްވިއެވެ. އަދި އެކަލާނގެ ޢައްޒަ ވަޖައްލަ، އެކަލާނގެ ފޮތުގެ އާޔަތްތައް ފުރިހަމަކުރައްވާ، ތަފްޞީލުކުރެއްވީ؛ އެކަލާނގެ ސުބްޙާނަހޫ ފިޔަވައި އެހެން ފަރާތަކަށް އަޅުކަން ނުކުރެވުމަށް ކަމުގައިކަމަށް ޚަބަރުދެއްވިއެވެ.
ومعلوم أن العبادة تعني: توحيد الله وطاعته، بامتثال أوامره وترك نواهيه، وقد أمر الله وأخبر بذلك في آيات كثيرة، منها: قوله سبحانه:,އަދި އެނގިގެންވާކަމަކީ އަޅުކަމުގެ މާނައަކީ: ﷲ ގެ އަމުރުފުޅުތަކަށް ޢަމަލުކޮށް، އެކަލާނގެ ނަހީކުރެއްވި ކަންކަން ދޫކޮށްލައިގެން، އެކަލާނގެ އެއްކައުވަންތަކޮށް އެކަލާނގެއަށް ކިޔަމަންވުންކަމެވެ. ގިނަގުނަ އާޔަތްތަކެއްގައި ﷲ ތަޢާލާވަނީ އެކަމަށް އަމުރުކުރައްވާ، އަދި އެ ޚަބަރުދެއްވާފައިއެވެ. އޭގެ ތެރޭގައި: އެކަލާނގެ މި ބަސްފުޅުވެއެވެ:
﴿وَمَا أُمِرُوا إِلَّا لِيَعْبُدُوا اللَّهَ مُخْلِصِينَ لَهُ الدِّينَ حُنَفَاءَ...﴾,(އަދި ބާޠިލު މަގުން އެއްކިބާވެ ތިބެ، اللَّه އަށް އަޅުކަން ޚާލިޞްކުރާ ޙާލު އެކަލާނގެއަށް އަޅުކަންކުރުމަށް މެނުވީ އެއުރެންނަށް އަމުރުކުރެވިގެން ނުވެތެވެ...)
[البينة: 5]،,[އަލްބައްޔިނާ: 5]
وقوله عز وجل:,އަދި އެކަލާނގެ ޢައްޒަ ވަޖައްލަގެ މިބަސްފުޅެވެ:
﴿وَقَضَى رَبُّكَ أَلَّا تَعْبُدُوا إِلَّا إِيَّاهُ...﴾,(އެކަލާނގެއަށް މެނުވީ، ތިޔަބައިމީހުން އަޅުކަން ނުކުޅައުމަށް ކަލޭގެފާނުގެ ވެރި ރައްބު ނިޔާ ކަނޑައަޅުއްވާ އެންގެވިއެވެ...)
[الإسراء: 23]،,[އަލްއިސްރާއު: 23]
وقوله سبحانه:,އަދި އެކަލާނގެ މި ބަސްފުޅެވެ:
﴿إِنَّآ أَنزَلۡنَآ إِلَيۡكَ ٱلۡكِتَٰبَ بِٱلۡحَقِّ فَٱعۡبُدِ ٱللَّهَ مُخۡلِصٗا لَّهُ ٱلدِّينَ2﴾,(ހަމަކަށަވަރުން ތިމަން އިލާހު ކަލޭގެފާނުގެ މައްޗަށް ފޮތް ބާވައިލެއްވީ ޙައްޤު ގޮތުގައިއެވެ. ފަހެ ﷲ އަށް ދީން ޚާލިސްކުރާ ހާލު، ކަލޭގެފާނު އެ އިލާހަށް އަޅުކަން ކުރައްވާށެވެ.
﴿ أَلَا لِلَّهِ ٱلدِّينُ ٱلۡخَالِصُۚ وَٱلَّذِينَ ٱتَّخَذُواْ مِن دُونِهِۦٓ أَوۡلِيَآءَ مَا نَعۡبُدُهُمۡ إِلَّا لِيُقَرِّبُونَآ إِلَى ٱللَّهِ زُلۡفَىٰٓ إِنَّ ٱللَّهَ يَحۡكُمُ بَيۡنَهُمۡ فِي مَا هُمۡ فِيهِ يَخۡتَلِفُونَۗ إِنَّ ٱللَّهَ لَا يَهۡدِي مَنۡ هُوَ كَٰذِبٞ كَفَّارٞ3﴾,(ދަންނާށެވެ. ޚާލިސް ވެގެންވާ ދީން ވަނީ ﷲ އަށެވެ. އަދި އެ އިލާހު ފިޔަވާ އެހީތެރިންތަކެއް ނެގި މީހުން (ބުންޏެވެ:) ﷲ ގެ ޙަޟްރަތަށް ތިމަންމެން ކުއްތަން ކޮށްދިނުމަށް މެނުވީ، ތިމަންމެން އެ ފަރާތްތަކަށް އަޅުކަމެއް ނުކުރަމުއެވެ. ހަމަކަށަވަރުން އެ މީހުން އެކަމާމެދު ޚިލާފުވެގެން އުޅޭކަންތަކާ ދޭތެރޭގައި ﷲ، އެ މީހުންގެ މެދުގައި ޙުކުމް ކުރައްވާނެއެވެ. ހަމަކަށަވަރުން ދޮގުހަދާ ކާފަރުވުން ބޮޑު މީހަކަށް ﷲ ތެދުމަގެއް ނުދައްކަވާނެއެވެ.)
[الزُّمَر: 2-3].,[އައްޒުމަރު: 2-3]
والآيات في هذا المعنى كثيرة، وكلها تدل على وجوب إخلاص العبادة لله وحده، وترك عبادة ما سواه من الأنبياء وغيرهم.,މި މާނައިގައިވާ އާޔަތްތައް ގިނަވެގެންވެއެވެ. އެ ހުރިހާ އާޔަތްތަކެއްވެސް ދަލީލުކުރަނީ ﷲ އަށް އެކަނި އަޅުކަން ޚާލިޞްކުރުމަށާއި، އެކަލާނގެ ފިޔަވައި ނަބިއްޔުންނާއި އެހެން ފަރާތްތަކަށް އަޅުކަންކުރުން ދޫކޮށްލުމަށެވެ.
ولا ريب أن الدعاء مِن أهم أنواع العبادة وأجمعها، فوَجب إخلاصه لله وحده، كما قال عز وجل:,ޝައްކެއް ނެތް ގޮތުގައި، ދުޢާއަކީ އަޅުކަމުގެ ބާވަތްތަކުން އެންމެ މުހިއްމު އަދި އަޅުކަން އެންމެ ޖަމަޢަވާ އެއް ބާވަތެވެ. އެހެންކަމުން ދުޢާކުރުން ﷲ އަށް އެކަނި ޚާލިޞްކުރުން ވާޖިބުވެގެންވެއެވެ. އެއީ އެކަލާނގެ ޢައްޒަ ވަޖައްލަ ވަޙީކުރެއްވި ގޮތަށެވެ:
﴿فَادْعُوا اللَّهَ مُخْلِصِينَ لَهُ الدِّينَ وَلَوْ كَرِهَ الْكَافِرُونَ14﴾,(ފަހެ، ތިޔަބައިމީހުން ދީން ޚާލިޞްކުރާ ޙާލު ﷲ އަށް ދުޢާކުރާށެވެ. ކާފަރުން ކިތަންމެ ނުރުހުނުކަމުގައި ވިޔަސްމެއެވެ.)
[غافر: 14]،,[ޣާފިރު: 14]
وقال عز وجل:,އަދިވެސް އެކަލާނގެ ޢައްޒަ ވަޖައްލަ ވަޙީކުރެއްވިއެވެ:
﴿وَأَنَّ الْمَسَاجِدَ لِلَّهِ فَلَا تَدْعُوا مَعَ اللَّهِ أَحَدًا18﴾,(އަދި މިސްކިތްތައް ވަނީ اللَّهއަށެވެ. ފަހެ، ތިޔަބައިމީހުން اللَّهއާއެކު އެހެން އެއްވެސް ފަރާތަކަށް ދުޢާ ނުކުރާހުށިކަމެވެ!)
[الجن: 18]،,[އަލްޖިންނު: 18]
وهذا التوجيه بإفراد الله بالدعاء يَعم جميع المخلوقات من الأنبياء وغيرهم؛ وقوله:,ދުޢާކުރުމުގައި ﷲ އެއްކައުވަންތަކުރުމަށްވާ މި އިރުޝާދުގައި، ހުރިހާ މަޚްލޫޤުންވެސް، ނަބިއްޔުންނާއި އެހެން ފަރާތްތައްވެސް ޢާއްމުވެއެވެ. އަދި އެކަލާނގެ މިބަސްފުޅު:
﴿وَلَا تَدْعُ مِنْ دُونِ اللَّهِ مَا لَا يَنْفَعُكَ وَلَا يَضُرُّكَ فَإِن فَعَلۡتَ فَإِنَّكَ إِذٗا مِّنَ ٱلظَّٰلِمِينَ106﴾,(އަދި ﷲ ފިޔަވާ ތިބާއަށް މަންފާއެއް ނުދެވޭ، އަދި ތިބާއަށް ގެއްލުމެއްވެސް ނުދެވޭ ތަކެއްޗަށް، ތިބާ ދުޢާނުކުރާށެވެ. ފަހެ ތިބާ އެހެން ކަންތައްކޮށްފިނަމަ؛ ހަމަކަށަވަރުން އޭރުން ތިބާ ވާހުށީ އަނިޔާވެރިވި މީހުންގެ ތެރެއިންނެވެ.)
[يونس: 106]،,[ޔޫނުސް: 106]،
وهذا خطاب للنبي ﷺ، ومعلوم أن الله سبحانه قد عصمه من الشرك، وإنما المراد من ذلك تحذير غيرَه، ثم قال جل جلاله:,މިއީ ނަބިއްޔާ ﷺ އަށްވާ ޚިޠާބެކެވެ. އަދި އެނގިގެންވާކަމަކީ ﷲ ސުބްޙާނަހޫ، އެކަލޭގެފާނު ޝިރުކުން ރައްކާތެރިކުރައްވާފައިވާ ކަމެވެ. އެ ބަސްފުޅުގެ މުރާދުކަން ކަށަވަރީ: އެހެން މީހުންނަށް އެކަމުގެ އިންޛާރުދެއްވުމެވެ. ދެން އެއަށްފަހު އެކަލާނގެ ޖައްލަ ޖަލާލުހޫ ވަޙީކުރެއްވިއެވެ:
﴿وَلَا تَدۡعُ مِن دُونِ ٱللَّهِ مَا لَا يَنفَعُكَ وَلَا يَضُرُّكَ فَإِنْ فَعَلْتَ فَإِنَّكَ إِذًا مِنَ الظَّالِمِينَ106﴾,(އަދި ﷲ ފިޔަވާ ތިބާއަށް މަންފާއެއް ނުދެވޭ، އަދި ތިބާއަށް ގެއްލުމެއްވެސް ނުދެވޭ ތަކެއްޗަށް، ތިބާ ދުޢާނުކުރާށެވެ. ފަހެ ތިބާ އެހެން ކަންތައްކޮށްފިނަމަ؛ ހަމަކަށަވަރުން އޭރުން ތިބާ ވާހުށީ އަނިޔާވެރިވި މީހުންގެ ތެރެއިންނެވެ.)
[يونس: 106]،,[ޔޫނުސް: 106]،
وهذا خطاب للنبي ﷺ، والمراد منه: تحذير غيره؛ لأنه معلوم أن الله سبحانه وتعالى قد عصم رسوله من الشرك، ثم أغلظ الله تعالى في النهي والتحذير؛ فقال:,މިއީ ނަބިއްޔާ ﷺ އަށްވާ ޚިޠާބެކެވެ. އަދި އޭގައި މުރާދުކުރެވިގެންވަނީ އެކަލޭގެފާނު ފިޔަވައި އެހެން މީހުންވެ. އެހެނީ އެނގިގެންވާކަމަކީ ﷲ ސުބްޙާނަހޫ ވަތަޢާލާ، އެކަލާނގެ ރަސޫލާ ޝިރުކުން ރައްކާތެރިކުރައްވާފައިވާ ކަމެވެ. ދެން ނަހީކުރެއްވުމާއި އިންޛާރުދެއްވުމުގައި ﷲ ތަޢާލާ ހަރުކަށިކޮށް ބަސްފުޅު ގެންނަވާ ވަޙީކުރެއްވިއެވެ:
﴿...فَإِنْ فَعَلْتَ فَإِنَّكَ إِذًا مِنَ الظَّالِمِينَ﴾,(...ފަހެ ތިބާ އެހެން ކަންތައްކޮށްފިނަމަ؛ ހަމަކަށަވަރުން އޭރުން ތިބާ ވާހުށީ އަނިޔާވެރިވި މީހުންގެ ތެރެއިންނެވެ.)
والظلم إذا أطلق فإنه يراد به: الشرك الأكبر، كما قال تعالى:,އަނިޔާވެރިކަން މުޠުލަޤުކޮށް (ޤުރްއާނުގައި) އައިސްފިނަމަ ފަހެ އެއިން މުރާދުކުރެވެނީ: ބޮޑު ޝިރުކެވެ. އެއީ ﷲ ތަޢާލާ ވަޙީކުރެއްވިފަދައިންނެވެ:
﴿...وَالْكَافِرُونَ هُمُ الظَّالِمُونَ﴾,(...އަދި ކާފަރުންނީ ހަމަ އަނިޔާވެރިންނެވެ.)
[البقرة: 254],[އަލްބަޤަރާ: 254]
وقال تعالى:,އަދިވެސް އެކަލާނގެ ވަޙީކުރެއްވިއެވެ:
﴿...إِنَّ الشِّرْكَ لَظُلْمٌ عَظِيمٌ﴾,(...ހަމަކަށަވަރުން ޝިރުކަކީ ބޮޑުވެގެންވާ އަނިޔާއެކެވެ.)
[لقمان: 13].,[ލުޤްމާނު: 13]
فلئن كان سيد ولد آدم عليه الصلاة والسلام لو دعا غير الله يكون من الظالمين، فكيف بغيره؟!.,ދެންފަހެ އާދަމުގެ ދަރިންގެ ސާހިބާ عليه الصلاة والسلام، ﷲ ފިޔަވައި އެހެން ފަރާތަކަށް ދުޢާކުރެއްވިނަމަ އެކަލޭގެފާނުވެސް އަނިޔާވެރިންގެ ތެރެއިންވާނޭނަމަ؛ ދެން އެހެން މީހުން އަދި ކޮންފަދަހެއްޔެވެ!؟
فعُلم بهذه الآيات وغيرها أن دعاء غير الله ـ من الأموات والأشجار والأصنام وغيرها ـ شرك بالله عز وجل، ومنافاة لتوحيد الله بالعبادة التي هي الغرض من خلق الله الثقلين، وإرسال الرسل، وإنزال الكتب، ومعارض لمعنى: لا إله إلا الله؛ التي تنفي العبادة عن غير الله، وتُثبتها لله وحده، كما قال الله سبحانه وتعالى:,އެހެންކަމުން މި އާޔަތްތަކުންނާއި އެހެން އާޔަތްތަކުން އެނގިގެންދަނީ: ﷲ ފިޔަވައި މައްޔިތުންނާއި، ގަސްގަހާގެއްސާއި، ބުދުތަކާއި އެނޫންވެސް ތަކެއްޗަށް ދުޢާކުރުމީ ﷲ ޢައްޒަ ވަޖައްލައާ ކުރެވޭ ޝިރުކެއްކަމެވެ. އަދި އިންސީންނާއި ޖިންނީން އެ މަޤްޞަދަކަށްޓަކައި ހެއްދެވުނު، އަދި ރަސޫލުން ފޮނުއްވެވި، ފޮތްތައް ބާވައިލެއްވުނު މަޤްޞަދުކަމުގައިވާ: އަޅުކަންކުރުމުގައި ﷲ އެއްކައުވަންތަކުރުން ނަފީކުރާ ކަމެއްކަމެވެ. އަދި لا إله إلا الله ގެ މާނައާ ފުށުއަރާކަމެއް ކަމެވެ. އެ ކަލިމައަކީ ﷲ ފިޔަވައި އެހެން ފަރާތްތަކުން އަޅުކަން ނަފީކޮށް، ހަމައެކަނި ﷲ އަށް އަޅުކަން ޘާބިތުކުރާ ކަލިމައެކެވެ. އެއީ ﷲ ސުބްޙާނަހޫ ވަތަޢާލާ ވަޙީކުރެއްވި ގޮތަށެވެ:
﴿ذَٰلِكَ بِأَنَّ ٱللَّهَ هُوَ ٱلۡحَقُّ وَأَنَّ مَا يَدۡعُونَ مِن دُونِهِۦ هُوَ ٱلۡبَٰطِلُ وَأَنَّ ٱللَّهَ هُوَ ٱلۡعَلِيُّ ٱلۡكَبِيرُ62﴾,(އެހެނީ ހަމަކަށަވަރުން ﷲ އީ، ޙައްޤުވަންތަ އިލާހެވެ. އަދި ހަމަކަށަވަރުން އެ އިލާހު ފިޔަވާ، އެ މީހުން ދުޢާކުރާ ތަކެއްޗަކީ، އެއީ ބާޠިލު ތަކެއްޗެވެ. އަދި ހަމަކަށަވަރުން ﷲ އީ މަތިވެރިވަންތަ، ބޮޑުވެގެންވާ އިލާހެވެ.)
[الحج: 62].,[އަލްޙައްޖު: 62]
وهذا هو أصلُ الدين وأساس الملة، ولا تصح العبادات إلا بعد صحة هذا الأصل، كما قال تعالى:,ދީނުގެ އަޞްލަކީ، އަދި މިއްލަތުގެ އަސާސަކީ މިއެވެ. މި އަޞްލު ޞައްޙަވުމަށް ފަހުގައި މެނުވީ އަޅުކަންތައް ޞައްޙަ ނުވާނެއެވެ. އެއީ ﷲ ތަޢާލާ ވަޙީކުރެއްވިފަދައިންނެވެ:
